-- Logs begin at Wed 2020-04-01 21:44:20 UTC, end at Wed 2020-04-01 23:10:43 UTC. --
Apr 01 22:25:19 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 22:25:19 ubuntu dstat.sh[2661]: [286B blob data]
Apr 01 22:25:19 ubuntu dstat.sh[2661]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 22:42:38 ubuntu dstat.sh[2661]: 01-04 22:42:38| 64  11  21   1   3|1293M  124M  146M 2282M|4972B 1944B|  25M    0 | 202     0 |2673  5914 |2.14 2.18 1.83|1.0   0   0|   0     0 |uwsgi                4946  33%  24M   0 |swift-object-se      1535    0   24M 12%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 22:42:39 ubuntu dstat.sh[2661]: 01-04 22:42:39| 68  14  12   1   5|1294M  123M  146M 2284M|7399B 1728B|  28M    0 | 228     0 |2951  5798 |2.14 2.18 1.83|5.0   0   0|   0     0 |uwsgi                4946  43%  30M   0 |openstack            5478   30M   0 5.0%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 22:42:40 ubuntu dstat.sh[2661]: 01-04 22:42:40| 64  27   3   5   2|1291M  103M  146M 2311M|5394B 1836B|  23M  195M| 185   237 |2676  4675 |2.14 2.18 1.83|1.0 1.0   0|   0     0 |uwsgi                4946  34%  23M   0 |swift-object-se      1535    0   25M 12%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 22:42:41 ubuntu dstat.sh[2661]: 01-04 22:42:41| 66  12  12   5   5|1294M  108M  146M 2309M|5612B 2052B|  21M   21M| 176  79.0 |2954  5972 |2.05 2.16 1.83|2.0 3.0  20|   0     0 |uwsgi                4946  37%  27M   0 |uwsgi                4946   27M   0  37%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:42 ubuntu dstat.sh[2661]: 01-04 22:42:42| 18   6   0  74   3|1296M  105M  146M 2310M|7770B 1728B|1024k   77M|8.00  90.0 |2762  4976 |2.05 2.16 1.83|  0 5.0   0|   0     0 |uwsgi                4946  13%  11M   0 |uwsgi                4946   11M   0  13%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:43 ubuntu dstat.sh[2661]: 01-04 22:42:43|  4   4   0  89   3|1300M  121M  146M 2290M|6950B 1944B|3328k   56M|26.0  61.0 |1224  2506 |2.05 2.16 1.83|2.0 2.0   0|   0     0 |openstack            5478 3.0%3200k   0 |openstack            5478 3200k   0 3.0%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:44 ubuntu dstat.sh[2661]: 01-04 22:42:44|  3   2   1  92   2|1302M  117M  146M 2292M|4582B 2160B|1920k   29M|16.0  31.0 |1770  3661 |2.05 2.16 1.83|1.0 3.0   0|   0     0 |swift-container      1654 1.0%   0    0 |openstack            5478 1792k   0 1.0%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:45 ubuntu dstat.sh[2661]: 01-04 22:42:45|  4   2   2  92   1|1304M  113M  146M 2294M|5447B 1944B|1920k   26M|15.0  26.0 |1093  2631 |2.05 2.16 1.83|2.0 3.0   0|   0     0 |accounts-daemon      1002 0.5%   0    0 |openstack            5478 2048k   0   0%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:46 ubuntu dstat.sh[2661]: 01-04 22:42:46|  4   4  38  53   2|1307M  108M  146M 2296M|3380B 2160B|2816k   45M|22.0  46.0 |1020  1816 |2.13 2.17 1.83|  0 2.0   0|   0     0 |openstack            5478 1.0%2944k   0 |openstack            5478 2944k   0 1.0%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:47 ubuntu dstat.sh[2661]: 01-04 22:42:47| 34  15  26  23   3|1292M  457M  146M 1970M|4296B 2160B|  18M   29M| 150  39.0 |1525  2879 |2.13 2.17 1.83|1.0 1.0 3.0|   0     0 |uwsgi                4946  17%  14M   0 |swift-object-se      1535   41k  32M 16%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:48 ubuntu dstat.sh[2661]: 01-04 22:42:48| 62  13  13   4   7|1293M  403M  146M 2023M|4024B 1944B|  27M    0 | 218     0 |2932  5469 |2.13 2.17 1.83|2.0 1.0   0|   0     0 |uwsgi                4946  36%  27M   0 |openstack            5478   29M   0 5.0%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:49 ubuntu dstat.sh[2661]: 01-04 22:42:49| 70  15   7   1   8|1293M  336M  146M 2089M|4523B 2160B|  34M    0 | 274     0 |2685  4612 |2.13 2.17 1.83|3.0   0   0|   0     0 |uwsgi                4946  43%  34M   0 |openstack            5478   34M   0 5.5%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:50 ubuntu dstat.sh[2661]: 01-04 22:42:50| 72  16   8   0   5|1294M  268M  146M 2157M|4661B 2160B|  34M    0 | 271     0 |2615  5110 |2.13 2.17 1.83|1.0   0   0|   0     0 |uwsgi                4946  40%  31M   0 |swift-object-se      1535    0   32M 17%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:51 ubuntu dstat.sh[2661]: 01-04 22:42:51| 73  17   7   0   3|1295M  180M  146M 2243M|4108B 1944B|  35M   18M| 280  36.0 |2713  5646 |2.12 2.17 1.84|6.0   0   0|   0     0 |uwsgi                4946  42%  35M   0 |uwsgi                4946   35M   0  42%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:52 ubuntu dstat.sh[2661]: 01-04 22:42:52| 68  20   9   2   2|1293M  109M  146M 2318M|4084B 2160B|  30M   78M| 242   104 |2578  5415 |2.12 2.17 1.84|1.0   0   0|   0     0 |uwsgi                4946  39%  30M   0 |swift-object-se      1535    0   31M 14%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:53 ubuntu dstat.sh[2661]: 01-04 22:42:53| 66  15  16   2   2|1293M  116M  146M 2315M|7713B 2202B|  26M    0 | 211     0 |2838  5799 |2.12 2.17 1.84|2.0   0   0|   0     0 |uwsgi                4946  36%  27M   0 |openstack            5478   28M   0 4.5%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:54 ubuntu dstat.sh[2661]: 01-04 22:42:54| 58  27  12   2   1|1292M  154M  146M 2286M|5085B 2160B|  24M  143M| 195   163 |2900  5767 |2.12 2.17 1.84|1.0   0   0|   0     0 |uwsgi                4946  30%  23M   0 |swift-object-se      1535    0   23M 11%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:55 ubuntu dstat.sh[2661]: 01-04 22:42:55| 67  19   5   6   3|1293M  120M  146M 2321M|8068B 1944B|  31M   31M| 249  61.0 |2828  5304 |2.12 2.17 1.84|1.0   0   0|   0     0 |uwsgi                4946  38%  30M   0 |openstack            5478   31M   0 6.0%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 22:42:56 ubuntu dstat.sh[2661]: 01-04 22:42:56| 44  11   3  40   1|1275M  106M  146M 2353M|5602B 2160B|1768k   35M|17.0  46.0 |1852  3881 |2.19 2.18 1.84|  0 6.0   0|   0     0 |uwsgi                4946  24%  20M   0 |swift-object-se      1535    0   20M 10%|mysqld       244M|   0     0 |  22   33    0   41    0
Apr 01 22:42:57 ubuntu dstat.sh[2661]: 01-04 22:42:57|  4   3   0  93   1|1275M  106M  146M 2353M|7426B 2160B| 276k  103M|6.00   108 | 875  1580 |2.19 2.18 1.84|  0 5.0 2.0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2741 4378B   0   0%|mysqld       244M|   0     0 |  22   33    0   41    0
Apr 01 22:42:58 ubuntu dstat.sh[2661]: 01-04 22:42:58|  4   3   0  93   1|1275M  106M  146M 2353M|8728B 1944B|   0    45M|   0  78.0 | 764  1394 |2.19 2.18 1.84|  0 5.0   0|   0     0 |swift-object-se      1021 0.5%   0    0 |python2              2741   20k 488B  0%|mysqld       244M|   0     0 |  22   33    0   36    0
Apr 01 22:42:59 ubuntu dstat.sh[2661]: 01-04 22:42:59|  3   2   0  94   1|1275M  106M  146M 2353M|6138B 1944B|   0    99M|   0   157 | 775  1346 |2.19 2.18 1.84|  0 4.0   0|   0     0 |etcd                 3750 1.0%   0    0 |python2              2741   25k 455B0.5%|mysqld       244M|   0     0 |  22   33    0   36    0
Apr 01 22:43:00 ubuntu dstat.sh[2661]: 01-04 22:43:00|  5   6  16  73   0|1276M  370M  146M 2089M|4376B 1944B| 240k   30M|8.00   125 | 936  1634 |2.19 2.18 1.84|  0 1.0   0|   0     0 |swift-object-se      1535 3.0%   0    4B|python2              2741   32k 465B  0%|mysqld       244M|   0     0 |  22   32    0   31    0
Apr 01 22:43:01 ubuntu dstat.sh[2661]: 01-04 22:43:01| 20   7  44  28   2|1229M  415M  146M 2092M|  53k 3785B|2744k  220k|87.0  17.0 |1252  2356 |2.09 2.16 1.84|  0 1.0  45|   0     0 |uwsgi                4946 3.5% 501B7958B|bash                 3856  813M  46k1.5%|mysqld       244M|   0     0 |  22   28    0   34    0
Apr 01 22:43:02 ubuntu dstat.sh[2661]: 01-04 22:43:02| 16  13  49   7  15|1229M  394M  146M 2112M|  11M   83k| 552k  556k|15.0  23.0 |2465  3659 |2.09 2.16 1.84|5.0   0  84|   0     0 |gzip                 5643 6.5%  37k9472k|bash                 3856   11M  11M2.5%|mysqld       244M|   0     0 |  22   27    0   35    0
Apr 01 22:43:03 ubuntu dstat.sh[2661]: 01-04 22:43:03| 36  20  40   0   4|1232M  357M  146M 2147M|3716B 2160B|  44k   80k|3.00  6.00 |1880  5344 |2.09 2.16 1.84|1.0   0 246|   0     0 |python2              1591 1.5%7287B  11k|bash                 3856   55M  87M1.0%|mysqld       244M|   0     0 |  22   27    0   35    0
Apr 01 22:43:04 ubuntu dstat.sh[2661]: 01-04 22:43:04| 34   5  37  21   3|1251M  336M  146M 2148M|4207B 1944B|1100k   72k|41.0  6.00 |1077  1672 |2.09 2.16 1.84|1.0   0 7.0|   0     0 |openstack            5895  35%4329k  38k|openstack            5895 4329k  38k 35%|mysqld       244M|   0     0 |  22   27    0   35    0
Apr 01 22:43:05 ubuntu dstat.sh[2661]: 01-04 22:43:05| 24   4  39  31   2|1263M  324M  146M 2149M|8928B 2160B| 200k  236k|6.00  23.0 | 996  1587 |2.09 2.16 1.84|1.0   0   0|   0     0 |openstack            5895  24%3451k   0 |openstack            5895 3451k   0  24%|mysqld       244M|   0     0 |  22   27    0   35    0
Apr 01 22:43:06 ubuntu dstat.sh[2661]: 01-04 22:43:06| 32   2  46  19   1|1271M  316M  146M 2149M|8066B 2106B|  72k    0 |1.00     0 | 975  1450 |2.00 2.14 1.83|1.0   0   0|   0     0 |openstack            5895  29%2267k   0 |openstack            5895 2267k   0  29%|mysqld       244M|   0     0 |  22   27    0   35    0
Apr 01 22:43:07 ubuntu dstat.sh[2661]: 01-04 22:43:07| 41   5  43   8   4|1283M  303M  146M 2149M|  12k 2040B| 748k    0 |16.0     0 |1525  2509 |2.00 2.14 1.83|1.0   0 2.0|   0     0 |openstack            5895  21%1240k   0 |openstack            5895 1240k   0  21%|mysqld       244M|   0     0 |  22   53    0   40    0
Apr 01 22:43:08 ubuntu dstat.sh[2661]: 01-04 22:43:08| 42   4  44   9   0|1291M  296M  146M 2150M|4405B 2160B|   0   156k|   0  12.0 |1720  3368 |2.00 2.14 1.83|2.0   0   0|   0     0 |uwsgi                4907  14%1477B6937B|openstack            5895 6862k   0 2.5%|mysqld       244M|   0     0 |  22   55    0   48    0
Apr 01 22:43:09 ubuntu dstat.sh[2661]: 01-04 22:43:09| 23   6  38  33   1|1286M  287M  146M 2163M|3602B 1944B|  33k 7131k|10.0  25.0 |1284  3090 |2.00 2.14 1.83|  0 2.0  20|   0     0 |uwsgi                4946 8.5%6838k1713B|swift-object-se      1535    0 6862k4.0%|mysqld       244M|   0     0 |  22   57    0   50    0
Apr 01 22:43:10 ubuntu dstat.sh[2661]: 01-04 22:43:10|  4   2  37  58   0|1287M  293M  146M 2156M|6040B 2160B|   0  7398k|   0  25.0 | 930  1690 |2.00 2.14 1.83|  0 2.0   0|   0     0 |swift-proxy-ser      3694 1.0%   0    0 |python2              2741   30k 495B0.5%|mysqld       244M|   0     0 |  22   55    0   50    0
Apr 01 22:43:11 ubuntu dstat.sh[2661]: 01-04 22:43:11| 39  15  40   5   1|1249M  330M  146M 2156M|4176B 1770B|  88k  548k|5.00  39.0 |1480  2829 |1.92 2.12 1.83|2.0   0 119|   0     0 |openstack            6037  20%2073k   0 |bash                 3856   18M  55k0.5%|mysqld       244M|   0     0 |  22   49    0   54    0
Apr 01 22:43:12 ubuntu dstat.sh[2661]: 01-04 22:43:12| 50   5  37   7   1|1273M  306M  146M 2157M|5245B 2160B| 128k  584k|2.00  30.0 |1124  1831 |1.92 2.12 1.83|2.0 1.0 3.0|   0     0 |openstack            6037  49%6105k  38k|openstack            6037 6105k  38k 49%|mysqld       244M|   0     0 |  22   49    0   38    0
Apr 01 22:43:13 ubuntu dstat.sh[2661]: 01-04 22:43:13| 48   6  43   1   1|1291M  288M  146M 2157M|3785B 1944B|   0    56k|   0  5.00 |1203  2362 |1.92 2.12 1.83|  0 1.0   0|   0     0 |openstack            6037  30%7928k   0 |openstack            6037 7928k   0  30%|mysqld       244M|   0     0 |  22   51    0   53    0
Apr 01 22:43:14 ubuntu dstat.sh[2661]: 01-04 22:43:14| 34   7  38  20   2|1288M  286M  146M 2162M|4453B 2160B|  32k   10M|8.00  62.0 |1700  3830 |1.92 2.12 1.83|3.0   0  20|   0     0 |uwsgi                4946  13%4757k  15k|swift-object-se      1535    1B4820k3.0%|mysqld       244M|   0     0 |  22   49    0   53    0
Apr 01 22:43:15 ubuntu dstat.sh[2661]: 01-04 22:43:15| 46   8  19  26   1|1264M  310M  146M 2162M|3467B 2160B|   0   940k|   0  81.0 |1331  2093 |1.92 2.12 1.83|1.0 1.0  50|   0     0 |openstack            6109  42%5725k  38k|bash                 3856   16M  55k  0%|mysqld       244M|   0     0 |  22   49    0   53    0
Apr 01 22:43:16 ubuntu dstat.sh[2661]: 01-04 22:43:16| 51   3  24  22   1|1282M  292M  146M 2162M|4401B 1944B|   0  1416k|   0   115 |1117  1699 |2.01 2.14 1.83|3.0   0   0|   0     0 |openstack            6109  49%4945k   0 |openstack            6109 4945k   0  49%|mysqld       244M|   0     0 |  22   49    0   53    0
Apr 01 22:43:17 ubuntu dstat.sh[2661]: 01-04 22:43:17| 44   5  44   8   1|1300M  274M  146M 2162M|4851B 2160B|   0   192k|   0  11.0 |1668  3609 |2.01 2.14 1.83|  0 1.0 2.0|   0     0 |openstack            6109  14%  13M   0 |openstack            6109   13M   0  14%|mysqld       244M|   0     0 |  22   57    0   70    0
Apr 01 22:43:18 ubuntu dstat.sh[2661]: 01-04 22:43:18| 60  13  22   5   1|1297M  255M  146M 2184M|3953B 2160B|   0    88k|   0  10.0 |2838  6597 |2.01 2.14 1.83|2.0   0   0|   0     0 |uwsgi                4946  31%  22M1713B|uwsgi                4946   22M1713B 31%|mysqld       244M|   0     0 |  22   57    0   70    0
Apr 01 22:43:19 ubuntu dstat.sh[2661]: 01-04 22:43:19| 37   9  19  34   0|1287M  254M  146M 2194M|4224B 1944B|   0    65M|   0  99.0 |1939  4032 |2.01 2.14 1.83|2.0   0   0|   0     0 |uwsgi                4946  18%  10M7956B|swift-object-se      1535    1B  10M6.5%|mysqld       244M|   0     0 |  22   49    0   76    0
Apr 01 22:43:20 ubuntu dstat.sh[2661]: 01-04 22:43:20| 16  15  64   2   3|1240M  284M  146M 2211M|  17M  172k|   0   104k|   0  6.00 |4084  5719 |2.01 2.14 1.83|5.0   0  64|   0     0 |swift-proxy-ser      3694 1.5%   0    0 |bash                 3856   60M  17M1.5%|mysqld       244M|   0     0 |  22   49    0   77    0
Apr 01 22:43:21 ubuntu dstat.sh[2661]: 01-04 22:43:21| 30  16  39  11   3|1250M  272M  146M 2213M|2945B 1836B|1976k  464k|26.0  24.0 |1474  2875 |1.93 2.12 1.83|2.0   0 161|   0     0 |openstack            6337  21%2092k   0 |openstack            6337 2092k   0  21%|mysqld       244M|   0     0 |  22   49    0   77    0
Apr 01 22:43:22 ubuntu dstat.sh[2661]: 01-04 22:43:22| 50   4  43   3   1|1274M  248M  146M 2213M|3822B 1836B|   0    32k|   0  2.00 | 981  1482 |1.93 2.12 1.83|1.0 1.0 1.0|   0     0 |openstack            6337  49%6221k  38k|openstack            6337 6221k  38k 49%|mysqld       244M|   0     0 |  22   49    0   77    0
Apr 01 22:43:23 ubuntu dstat.sh[2661]: 01-04 22:43:23| 48   6  41   2   2|1291M  231M  146M 2213M|5216B 2106B|   0    80k|   0  8.00 |1426  2725 |1.93 2.12 1.83|2.0 1.0   0|   0     0 |openstack            6337  31%  11M   0 |openstack            6337   11M   0  31%|mysqld       244M|   0     0 |  22   53    0   91    0
Apr 01 22:43:24 ubuntu dstat.sh[2661]: 01-04 22:43:24| 49  14  21  14   2|1287M  201M  146M 2248M|3803B 1998B|   0    23M|   0  46.0 |1684  4149 |1.93 2.12 1.83|2.0 1.0   0|   0     0 |uwsgi                4946  24%  17M7689B|swift-object-se      1535    0   17M9.0%|mysqld       244M|   0     0 |  22   57    0   94    0
Apr 01 22:43:25 ubuntu dstat.sh[2661]: 01-04 22:43:25| 22  13  34  27   3|1241M  264M  146M 2231M|4988B 1836B|   0    12M|   0  35.0 |1393  2968 |1.93 2.12 1.83|3.0   0 135|   0     0 |uwsgi                4946 3.5% 501B7956B|bash                 3856   28M  52k2.5%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:26 ubuntu dstat.sh[2661]: 01-04 22:43:26| 14  26  37   4  18|1240M  265M  146M 2231M|3872B 2106B|  12k  244k|2.00  11.0 |1678  3826 |1.85 2.10 1.82|6.0   0 317|   0     0 |bash                 3856 5.5% 547k  81k|bash                 3856  547k  81k5.5%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:27 ubuntu dstat.sh[2661]: 01-04 22:43:27| 17  25  19  25  14|1241M  262M  146M 2233M|4640B 2200B|2416k 1478k|41.0  88.0 |1669  3746 |1.85 2.10 1.82|3.0   0 252|   0     0 |bash                 3856 5.5%1407k  16k|bash                 3856 1407k  16k5.5%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:28 ubuntu dstat.sh[2661]: 01-04 22:43:28| 22  26  34   8  10|1242M  258M  146M 2235M|8131B 2160B|2300k  104k|77.0  10.0 |1974  4238 |1.85 2.10 1.82|2.0   0 168|   0     0 |systemd              1     11%   0    0 |bash                 3856 1259k9243B2.5%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:29 ubuntu dstat.sh[2661]: 01-04 22:43:29| 43  26  21   1   9|1252M  248M  146M 2235M|6551B 1998B|  16k   96k|3.00  6.00 |1659  5497 |1.85 2.10 1.82|1.0   0 205|   0     0 |neutron-server       7250  22%2143k 119B|neutron-server       7250 2143k 119B 22%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:30 ubuntu dstat.sh[2661]: 01-04 22:43:30| 32   6  41   6  15|1272M  227M  146M 2236M|8761B 2106B| 448k  104k|18.0  6.00 | 932  1429 |1.85 2.10 1.82|2.0   0 8.0|   0     0 |neutron-server       7250  41%6272k  42k|neutron-server       7250 6272k  42k 41%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:31 ubuntu dstat.sh[2661]: 01-04 22:43:31| 46   6  43   1   4|1303M  196M  146M 2236M|4838B 1782B| 124k 8192B|3.00  2.00 |1056  1454 |1.79 2.08 1.82|3.0   0 4.0|   0     0 |neutron-server       7250  47%6824k   0 |neutron-server       7250 6824k   0  47%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:32 ubuntu dstat.sh[2661]: 01-04 22:43:32| 44   6  42   4   4|1314M  185M  146M 2236M|5285B 2106B| 280k   11M|10.0  26.0 |1107  2608 |1.79 2.08 1.82|  0 1.0 4.0|   0     0 |python               7250  44%2398k  74k|python               7250 2398k  74k 44%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:33 ubuntu dstat.sh[2661]: 01-04 22:43:33| 43   4  44   5   5|1321M  177M  146M 2237M|5071B 2160B| 388k    0 |32.0     0 |1081  1583 |1.79 2.08 1.82|  0 1.0 4.0|   0     0 |python               7250  42%1472k 123k|python               7250 1472k 123k 42%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:34 ubuntu dstat.sh[2661]: 01-04 22:43:34| 45   5  43   7   1|1331M  166M  146M 2238M|4202B 1944B| 788k  352k|91.0  6.00 |1179  1854 |1.79 2.08 1.82|1.0   0 2.0|   0     0 |python               7250  42%1464k 387k|python               7250 1464k 387k 42%|mysqld       244M|   0     0 |  22   49    0  100    0
Apr 01 22:43:35 ubuntu dstat.sh[2661]: 01-04 22:43:35| 42   5  41  10   2|1339M  155M  146M 2240M|6762B 2160B| 724k 1068k|68.0  29.0 |1420  2400 |1.79 2.08 1.82|  0 1.0 5.0|   0     0 |python               7250  38% 920k 294k|python               7250  920k 294k 38%|mysqld       244M|   0     0 |  22   51    0  100    0
Apr 01 22:43:36 ubuntu dstat.sh[2661]: 01-04 22:43:36| 13   2  44  40   2|1341M  153M  146M 2241M|4195B 1944B|  84k  548k|9.00  29.0 |1121  2229 |1.80 2.08 1.82|1.0 1.0 4.0|   0     0 |python               7250 7.0%  71k  68k|python               7250   71k  68k7.0%|mysqld       244M|   0     0 |  22   52    0  100    0
Apr 01 22:43:37 ubuntu dstat.sh[2661]: 01-04 22:43:37|  7   1  13  79   1|1341M  153M  146M 2241M|3966B 2160B|  32k   25M|7.00  28.0 | 880  1537 |1.80 2.08 1.82|  0 3.0 6.0|   0     0 |python               7250 1.0%  70k  15k|python               7250   70k  15k1.0%|mysqld       244M|   0     0 |  22   51    0  100    0
Apr 01 22:43:38 ubuntu dstat.sh[2661]: 01-04 22:43:38|  7   3   1  88   2|1341M  151M  146M 2241M|4221B 1944B| 100k   20M|13.0   108 |1179  2139 |1.80 2.08 1.82|  0 4.0 4.0|   0     0 |python               7250 3.5% 127k  64k|python               7250  127k  64k3.5%|mysqld       244M|   0     0 |  22   51    0  100    0
Apr 01 22:43:39 ubuntu dstat.sh[2661]: 01-04 22:43:39| 19   5  27  41   7|1342M  150M  146M 2242M|3973B 2160B| 312k  980k|63.0  76.0 |1435  3154 |1.80 2.08 1.82|1.0   0 4.0|   0     0 |python               7250  18% 186k 171k|python               7250  186k 171k 18%|mysqld       244M|   0     0 |  22   51    0  100    0
Apr 01 22:43:40 ubuntu dstat.sh[2661]: 01-04 22:43:40| 48  24  19   2   7|1392M  126M  146M 2217M|4724B 2160B|  80k  320k|20.0  6.00 |2275  8572 |1.80 2.08 1.82|3.0   0 163|   0     0 |python               7250  25% 132k 220k|bash                 3856  640k  10k2.5%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:41 ubuntu dstat.sh[2661]: 01-04 22:43:41| 23  33  39   1   4|1393M  125M  146M 2217M|5293B 1944B|  72k   92k|9.00  11.0 |1971  4678 |1.74 2.06 1.82|3.0   0 375|   0     0 |bash                 3856 6.5%1741k  25k|bash                 3856 1741k  25k6.5%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:42 ubuntu dstat.sh[2661]: 01-04 22:43:42| 33  28  34   0   4|1392M  126M  146M 2217M|4653B 1944B|   0    12k|   0  3.00 |2572  6804 |1.74 2.06 1.82|4.0   0 175|   0     0 |systemd              1     18%   0    0 |bash                 3856 1173k8329B2.0%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:43 ubuntu dstat.sh[2661]: 01-04 22:43:43| 56  32   2   7   2|1412M  105M  146M 2218M|4734B 2012B|1180k    0 |32.0     0 |1730  4731 |1.74 2.06 1.82|3.0   0 338|   0     0 |neutron-openvsw      8186  39%4460k  39k|neutron-openvsw      8186 4460k  39k 39%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:44 ubuntu dstat.sh[2661]: 01-04 22:43:44| 48  27   0  21   3|1435M  109M  146M 2192M|5507B 2518B|8192B  888k|2.00  56.0 |1467  3720 |1.74 2.06 1.82|3.0 2.0 273|   0     0 |neutron-openvsw      8186  36%7002k1507B|neutron-openvsw      8186 7002k1507B 36%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:45 ubuntu dstat.sh[2661]: 01-04 22:43:45| 66  23   3   8   1|1457M  116M  146M 2166M|7489B 2250B|   0   660k|   0  79.0 |2288  5615 |1.74 2.06 1.82|3.0   0 113|   0     0 |neutron-openvsw      8186  42%3882k   0 |neutron-openvsw      8186 3882k   0  42%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:46 ubuntu dstat.sh[2661]: 01-04 22:43:46| 65  29   1   3   2|1480M  111M  146M 2149M|4675B 2160B|1200k  224k|42.0  7.00 |2056  5712 |2.00 2.11 1.83|5.0   0 297|   0     0 |neutron-dhcp-ag      8910  26%2837k 125B|neutron-dhcp-ag      8910 2837k 125B 26%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:47 ubuntu dstat.sh[2661]: 01-04 22:43:47| 65  32   1   1   2|1501M  117M  146M 2122M|3852B 2106B| 408k  352k|14.0  17.0 |1827  4283 |2.00 2.11 1.83|3.0   0 323|   0     0 |neutron-openvsw      8186  29%1592k3116B|neutron-dhcp-ag      8910 3824k  39k 22%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:48 ubuntu dstat.sh[2661]: 01-04 22:43:48| 69  29   1   1   1|1525M  120M  146M 2097M|5347B 1998B| 308k  184k|23.0  7.00 |2749  5014 |2.00 2.11 1.83|6.0   0 114|   0     0 |neutron-dhcp-ag      8910  23%4203k1986B|neutron-dhcp-ag      8910 4203k1986B 23%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:49 ubuntu dstat.sh[2661]: 01-04 22:43:49| 72  28   0   0   1|1549M  118M  146M 2076M|4014B 2230B| 104k  232k|14.0  9.00 |1885  3973 |2.00 2.11 1.83|4.0   0 337|   0     0 |neutron-l3-agen      9607  18%1788k   0 |neutron-dhcp-ag      8910 2801k   0  18%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:50 ubuntu dstat.sh[2661]: 01-04 22:43:50| 71  29   0   0   0|1569M  123M  146M 2052M|3842B 2160B|8192B  136k|2.00  29.0 |2684  5572 |2.00 2.11 1.83| 20 1.0 222|   0     0 |neutron-l3-agen      9607  25%3217k  38k|neutron-l3-agen      9607 3217k  38k 25%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:51 ubuntu dstat.sh[2661]: 01-04 22:43:51| 69  31   0   0   1|1598M  119M  146M 2028M|5559B 2160B|  68k 1748k|14.0  90.0 |2268  4363 |2.40 2.19 1.86|4.0 2.0 263|   0     0 |neutron-dhcp-ag      8910  17%1087k   0 |neutron-l3-agen      9607 3145k2230B 14%|mysqld       244M|   0     0 |  23   59    0  103    0
Apr 01 22:43:52 ubuntu dstat.sh[2661]: 01-04 22:43:52| 81  15   0   0   4|1644M  111M  145M 1993M|6046B 1944B| 192k 1816k|25.0   144 |1558  2122 |2.40 2.19 1.86|4.0 2.0  95|   0     0 |openstack            10553 35%4342k  38k|openstack            105534342k  38k 35%|mysqld       244M|   0     0 |  23   59    0  103    0
