-- Logs begin at Wed 2020-04-01 01:10:47 UTC, end at Wed 2020-04-01 02:40:31 UTC. --
Apr 01 01:51:44 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 01:51:45 ubuntu dstat.sh[1374]: [286B blob data]
Apr 01 01:51:45 ubuntu dstat.sh[1374]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 02:19:52 ubuntu dstat.sh[1374]: 01-04 02:19:52| 40   4  20  34   2|2702M  225M  153M  887M|3869B 1890B|   0    18M|   0   123 |1326  2158 |2.50 2.60 2.23|2.0 2.0 1.0|   0     0 |pip                  24049 23% 450k5364B|python               240722144k   0  12%|mysqld       302M|   0     0 |  25  179    0   25    0
Apr 01 02:19:53 ubuntu dstat.sh[1374]: 01-04 02:19:53| 40  11  12  35   2|2689M  237M  153M  887M|3556B 2214B|  28k 7348k|2.00  90.0 |2050  3653 |2.50 2.60 2.23|1.0   0  19|   0     0 |pip                  240493.5%5051k 745k|pip                  240495051k 745k3.5%|mysqld       302M|   0     0 |  25  179    0   25    0
Apr 01 02:19:54 ubuntu dstat.sh[1374]: 01-04 02:19:54| 42  13  44   0   1|2692M  226M  154M  895M|8957B 2160B|   0     0 |   0     0 |1290  2103 |2.38 2.57 2.22|1.0   0   0|   0     0 |pip                  24049 48%2983k5792k|pip                  240492983k5792k 48%|mysqld       302M|   0     0 |  25  179    0   25    0
Apr 01 02:19:55 ubuntu dstat.sh[1374]: 01-04 02:19:55| 43   9  37   9   2|2694M  220M  154M  898M|3458B 1944B|   0  2188k|   0  27.0 |1450  2440 |2.38 2.57 2.22|2.0   0   0|   0     0 |pip                  24049 43%2676k2088k|pip                  240492676k2088k 43%|mysqld       302M|   0     0 |  25  179    0   25    0
Apr 01 02:19:56 ubuntu dstat.sh[1374]: 01-04 02:19:56| 39  15  34   9   3|2694M  206M  155M  909M|6012B 1836B|   0   804k|   0  7.00 |1308  1953 |2.38 2.57 2.22|7.0   0   0|   0     0 |pip                  24049 46%7737k7685k|pip                  240497737k7685k 46%|mysqld       302M|   0     0 |  25  179    0   25    0
Apr 01 02:19:57 ubuntu dstat.sh[1374]: 01-04 02:19:57| 29  16  18  37   1|2695M  223M  155M  892M|6662B 2458B|   0  7100k|   0  78.0 |1427  2599 |2.38 2.57 2.22|4.0   0 2.0|   0     0 |pip                  24049 36%2275k2534k|pip                  240492275k2534k 36%|mysqld       302M|   0     0 |  25  177    0   25    1
Apr 01 02:19:58 ubuntu dstat.sh[1374]: 01-04 02:19:58| 50   9  38   3   0|2663M  257M  155M  890M|7717B 2388B|   0   304k|   0  12.0 |1728  2847 |2.38 2.57 2.22|3.0   0  56|   0     0 |tox                  24113 35%8283k  39k|bash                 3662   54M  28M0.5%|mysqld       302M|   0     0 |  25  177    0   25    0
Apr 01 02:19:59 ubuntu dstat.sh[1374]: 01-04 02:19:59| 59   8  31   0   2|2678M  242M  155M  890M|5960B 1998B|   0     0 |   0     0 |6761    14k|2.35 2.56 2.22|2.0   0 8.0|   0     0 |python               24150 38%4191k 786k|python               241504184k 786k 38%|mysqld       302M|   0     0 |  25  177    0   25    0
Apr 01 02:20:00 ubuntu dstat.sh[1374]: 01-04 02:20:00| 52   6  38   4   1|2668M  251M  155M  890M|5906B 2106B|   0   224k|   0  16.0 |1388  2198 |2.35 2.56 2.22|1.0   0 3.0|   0     0 |tempest              24160 10%2193k   0 |tox                  241138416k 789k0.5%|mysqld       302M|   0     0 |  25  177    0   25    0
Apr 01 02:20:01 ubuntu dstat.sh[1374]: 01-04 02:20:01| 49   8  42   1   1|2645M  274M  155M  890M|3810B 2160B|   0   432k|   0  6.00 |1429  2289 |2.35 2.56 2.22|3.0   0  26|   0     0 |python               6729 1.5%  89B1803B|bash                 3662   22M 868k0.5%|mysqld       302M|   0     0 |  25  177    0   25    0
Apr 01 02:20:02 ubuntu dstat.sh[1374]: 01-04 02:20:02| 22  39  38   1   1|2645M  274M  155M  890M|4257B 2202B| 124k   12k|2.00  3.00 |2345  5418 |2.35 2.56 2.22|3.0   0 475|   0     0 |bash                 3662 6.5% 673k  34k|bash                 3662  673k  34k6.5%|mysqld       302M|   0     0 |  25  177    0   25    0
Apr 01 02:20:03 ubuntu dstat.sh[1374]: 01-04 02:20:03| 39  19  41   0   2|2658M  261M  155M  890M|3901B 1944B|   0  1824k|   0  27.0 |1817  3342 |2.35 2.56 2.22|2.0   0 190|   0     0 |openstack            24851 30%2855k  38k|openstack            248512855k  38k 30%|mysqld       302M|   0     0 |  25  177    0   25    0
Apr 01 02:20:04 ubuntu dstat.sh[1374]: 01-04 02:20:04| 50   6  42   0   2|2680M  239M  155M  890M|5689B 2160B|   0     0 |   0     0 |1367  2102 |2.24 2.54 2.21|3.0   0 1.0|   0     0 |openstack            24851 48%5296k   0 |openstack            248515296k   0  48%|mysqld       302M|   0     0 |  25  177    0   25    0
Apr 01 02:20:05 ubuntu dstat.sh[1374]: 01-04 02:20:05| 52   7  39   1   2|2692M  227M  155M  890M|4085B 1944B|  52k  544k|3.00  9.00 |1680  3139 |2.24 2.54 2.21|1.0   0   0|   0     0 |openstack            24851 29%3145k   0 |openstack            248513145k   0  29%|mysqld       302M|   0     0 |  25  181    0   33    0
Apr 01 02:20:06 ubuntu dstat.sh[1374]: 01-04 02:20:06| 42  14  41   0   3|2656M  263M  155M  890M|5559B 2160B|   0  8192B|   0  2.00 |1788  3188 |2.24 2.54 2.21|2.0   0 152|   0     0 |openstack            25004 18%2056k   0 |bash                 3662   11M  53k1.5%|mysqld       302M|   0     0 |  25  177    0   38    0
Apr 01 02:20:07 ubuntu dstat.sh[1374]: 01-04 02:20:07| 50   7  40   3   1|2679M  240M  155M  890M|4083B 1944B|   0   472k|   0  22.0 |1440  2233 |2.24 2.54 2.21|5.0   0 3.0|   0     0 |openstack            25004 48%5728k  38k|openstack            250045728k  38k 48%|mysqld       302M|   0     0 |  25  177    0   38    0
Apr 01 02:20:08 ubuntu dstat.sh[1374]: 01-04 02:20:08| 54   5  38   0   2|2692M  226M  155M  891M|5539B 2160B|   0  4096B|   0  1.00 |1586  2576 |2.24 2.54 2.21|1.0   0   0|   0     0 |openstack            25004 40%3512k   0 |openstack            250043512k   0  40%|mysqld       302M|   0     0 |  25  181    0   46    0
Apr 01 02:20:09 ubuntu dstat.sh[1374]: 01-04 02:20:09| 45  10  39   0   6|2656M  263M  155M  891M|6081B 1944B|  48k 4096B|2.00  1.00 |1653  2897 |2.22 2.53 2.21|1.0   0 104|   0     0 |openstack            25111 25%2422k   0 |bash                 3662   11M  47k1.0%|mysqld       302M|   0     0 |  25  177    0   48    0
Apr 01 02:20:10 ubuntu dstat.sh[1374]: 01-04 02:20:10| 51   5  41   1   3|2680M  239M  155M  891M|7507B 2160B|   0    96k|   0  6.00 |1420  2177 |2.22 2.53 2.21|2.0   0 1.0|   0     0 |openstack            25111 49%5990k  38k|openstack            251115990k  38k 49%|mysqld       302M|   0     0 |  25  177    0   48    0
Apr 01 02:20:11 ubuntu dstat.sh[1374]: 01-04 02:20:11| 53   6  40   0   2|2645M  274M  155M  891M|4640B 1944B| 104k    0 |7.00     0 |1628  2829 |2.22 2.53 2.21|4.0   0  16|   0     0 |uwsgi                3630 5.0%2699B  10k|bash                 3662   11M  42k  0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:12 ubuntu dstat.sh[1374]: 01-04 02:20:12| 29  11  44  13   3|2644M  175M  155M  991M|5270B 2160B| 100M 8192B| 411  2.00 |2110  2954 |2.22 2.53 2.21|1.0   0  98|   0     0 |md5sum               25226 25% 102M   0 |md5sum               25226 102M   0  25%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:13 ubuntu dstat.sh[1374]: 01-04 02:20:13| 30   7  44  19   2|2644M  170M  155M  995M|4012B 2254B| 101M  216k| 418  2.00 |1750  2440 |2.22 2.53 2.21|2.0   0   0|   0     0 |md5sum               25226 27% 103M   0 |md5sum               25226 103M   0  27%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:14 ubuntu dstat.sh[1374]: 01-04 02:20:14| 29   7  44  20   1|2644M  108M  136M 1078M|3980B 1944B| 109M    0 | 444     0 |1736  2334 |2.13 2.50 2.20|1.0   0   0|   0     0 |md5sum               25226 28% 111M   0 |md5sum               25226 111M   0  28%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:15 ubuntu dstat.sh[1374]: 01-04 02:20:15| 30   7  40  22   3|2644M  103M  136M 1083M|3716B 1944B|  98M   92k| 391  3.00 |1696  2131 |2.13 2.50 2.20|  0 1.0   0|   0     0 |md5sum               25226 25%  92M   0 |md5sum               25226  92M   0  25%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:16 ubuntu dstat.sh[1374]: 01-04 02:20:16| 13   2   7  77   2|2644M  109M  136M 1078M|4660B 1890B|  29M  904k| 116  83.0 |1379  2063 |2.13 2.50 2.20|  0 2.0   0|   0     0 |md5sum               252267.0%  29M   0 |md5sum               25226  29M   0 7.0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:17 ubuntu dstat.sh[1374]: 01-04 02:20:17|  8   3   0  89   1|2644M  123M  136M 1064M|3234B 1728B|  10M  624k|43.0   120 |1346  2127 |2.13 2.50 2.20|  0 3.0 2.0|   0     0 |md5sum               252262.0%  10M   0 |md5sum               25226  10M   0 2.0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:18 ubuntu dstat.sh[1374]: 01-04 02:20:18|  7   2   0  89   3|2644M  115M  136M 1072M|8880B 2214B|7936k 1604k|31.0  86.0 |1270  2068 |2.13 2.50 2.20|  0 2.0   0|   0     0 |md5sum               252262.0%8448k   0 |md5sum               252268448k   0 2.0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:19 ubuntu dstat.sh[1374]: 01-04 02:20:19|  7   2   0  87   3|2644M  112M  136M 1075M|3333B 1944B|3328k 2076k|13.0  55.0 |1179  1968 |2.12 2.49 2.20|  0 6.0   0|   0     0 |python               6729 1.0%  89B1803B|md5sum               252262560k   0 1.0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:20 ubuntu dstat.sh[1374]: 01-04 02:20:20| 10   7   0  77   6|2645M  119M  136M 1068M|9079B 2160B|  15M 8848k|60.0   131 |1389  2154 |2.12 2.49 2.20|  0 2.0   0|   0     0 |md5sum               252263.5%  16M   0 |md5sum               25226  16M   0 3.5%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:21 ubuntu dstat.sh[1374]: 01-04 02:20:21| 11   3   1  78   7|2644M  112M  136M 1076M|8165B 2160B|8292k 5108k|36.0   180 |1420  2045 |2.12 2.49 2.20|1.0 1.0   0|   0     0 |md5sum               252262.0%7936k   0 |md5sum               252267936k   0 2.0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:22 ubuntu dstat.sh[1374]: 01-04 02:20:22| 29   7  36  16  13|2644M  109M  135M 1080M|5650B 1944B| 103M  500k| 410  14.0 |1867  2030 |2.12 2.49 2.20|5.0   0   0|   0     0 |md5sum               25226 29% 103M   0 |md5sum               25226 103M   0  29%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:23 ubuntu dstat.sh[1374]: 01-04 02:20:23| 28   7  36  26   5|2644M  114M  135M 1076M|  16k 2160B|  94M  336k| 377  20.0 |1866  2556 |2.12 2.49 2.20|  0 1.0   0|   0     0 |md5sum               25226 23%  93M   0 |md5sum               25226  93M   0  23%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:24 ubuntu dstat.sh[1374]: 01-04 02:20:24| 24   7  41  21   7|2644M  110M  135M 1081M|  20k 2160B|  86M   56k| 343  6.00 |1691  2141 |2.11 2.48 2.20|3.0   0   0|   0     0 |md5sum               25226 24%  88M   0 |md5sum               25226  88M   0  24%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:25 ubuntu dstat.sh[1374]: 01-04 02:20:25| 23  24  35  10   8|2645M  118M  135M 1073M|6926B 2106B|  39M  316k| 164  23.0 |2191  3944 |2.11 2.48 2.20|1.0   0 267|   0     0 |bash                 3662 4.0% 803M  33k|bash                 3662  803M  33k4.0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:26 ubuntu dstat.sh[1374]: 01-04 02:20:26| 16  31  38   0  14|2646M  117M  135M 1073M|  10k 1998B|   0    40k|   0  8.00 |2017  4292 |2.11 2.48 2.20|2.0   0 382|   0     0 |bash                 3662 5.5% 573k  51k|bash                 3662  573k  51k5.5%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:27 ubuntu dstat.sh[1374]: 01-04 02:20:27| 26  26  31  14   3|2636M  126M  135M 1073M|7498B 2160B| 336k  300k|28.0  20.0 |2127  4264 |2.11 2.48 2.20|1.0 1.0 314|   0     0 |bash                 3662 5.0%7488k  11M|bash                 3662 7488k  11M5.0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:28 ubuntu dstat.sh[1374]: 01-04 02:20:28| 31   4  15  46   4|2645M  117M  135M 1073M|7702B 2160B| 180k  476k|20.0  84.0 |1418  2310 |2.11 2.48 2.20|1.0   0 2.0|   0     0 |generate-subuni      26196 26%2020k   0 |generate-subuni      261962020k   0  26%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:29 ubuntu dstat.sh[1374]: 01-04 02:20:29| 13   3  40  40   3|2648M  113M  135M 1074M|5234B 1944B| 640k   72k|83.0  6.00 |1309  2190 |2.02 2.46 2.20| 10   0   0|   0     0 |python               6729 1.5%  89B1803B|python2              1510   50k 485B  0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:30 ubuntu dstat.sh[1374]: 01-04 02:20:30|  8   3  81   5   4|2624M  138M  135M 1074M|6404B 2160B|  32k  224k|1.00  15.0 |1089  2000 |2.02 2.46 2.20|2.0   0 1.0|   0     0 |conntrackd           163231.5%   0    0 |bash                 1694   11G6645M  0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:31 ubuntu dstat.sh[1374]: 01-04 02:20:31|  7   3  85   3   3|2624M  138M  135M 1074M|9085B 1944B|  84k   52k|6.00  6.00 |1184  2038 |2.02 2.46 2.20|2.0   0   0|   0     0 |python               7457 1.5%   0    0 |python2              1510   50k 475B  0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:32 ubuntu dstat.sh[1374]: 01-04 02:20:32|  7   2  90   0   2|2624M  138M  135M 1074M|6059B 2160B|   0     0 |   0     0 |1095  1954 |2.02 2.46 2.20|2.0   0   0|   0     0 |python2              1510 1.0%  50k 425B|python2              1510   50k 425B1.0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:33 ubuntu dstat.sh[1374]: 01-04 02:20:33|  6   2  91   0   2|2624M  138M  135M 1074M|6562B 1944B|   0     0 |   0     0 |1050  1920 |2.02 2.46 2.20|  0   0   0|   0     0 |swift-proxy-ser      2164 1.0%   0    0 |python2              1510   50k 433B  0%|mysqld       302M|   0     0 |  25  177    0   59    0
Apr 01 02:20:34 ubuntu dstat.sh[1374]: 01-04 02:20:34|  7   2  90   0   1|2624M  138M  135M 1074M|4684B 2160B|   0     0 |   0     0 |1081  1994 |1.86 2.42 2.18|2.0   0   0|   0     0 |swift-account-s      769  1.0%   0    0 |python2              1510   47k 433B0.5%|mysqld       302M|   0     0 |  25  177    0   40    0
Apr 01 02:20:35 ubuntu dstat.sh[1374]: 01-04 02:20:35|  6   2  89   2   2|2623M  138M  135M 1074M|6978B 1890B| 108k   36k|4.00  3.00 |1165  2130 |1.86 2.42 2.18|1.0   0   0|   0     0 |beam.smp             2039 1.5%   0    0 |python2              1510   47k 482B  0%|mysqld       302M|   0     0 |  25  177    0   40    0
Apr 01 02:20:36 ubuntu dstat.sh[1374]: 01-04 02:20:36|  7   3  88   0   3|2624M  138M  135M 1074M|5092B 2214B|   0     0 |   0     0 |1084  1894 |1.86 2.42 2.18|1.0   0   0|   0     0 |etcd                 2472 1.0%   0    0 |python2              1510   46k 439B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:37 ubuntu dstat.sh[1374]: 01-04 02:20:37|  8   1  86   4   1|2624M  138M  135M 1074M|4845B 1944B|   0   196k|   0  15.0 |1161  2091 |1.86 2.42 2.18|3.0   0 2.0|   0     0 |python               6729 1.0%  89B1803B|python2              1510   46k 461B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:38 ubuntu dstat.sh[1374]: 01-04 02:20:38|  6   2  89   2   2|2624M  138M  135M 1074M|5218B 2202B|   0    52k|   0  6.00 |1170  1986 |1.86 2.42 2.18|  0   0   0|   0     0 |etcd                 2472 1.5%   0    0 |python2              1510   46k 465B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:39 ubuntu dstat.sh[1374]: 01-04 02:20:39|  8   1  89   0   2|2624M  138M  135M 1074M|4687B 2160B|   0     0 |   0     0 |1132  1877 |1.71 2.38 2.17|2.0   0   0|   0     0 |neutron-server:      6015 1.0%   0    0 |python2              1510   46k 439B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:40 ubuntu dstat.sh[1374]: 01-04 02:20:40|  6   1  93   0   1|2624M  138M  135M 1074M|4177B 1944B|   0     0 |   0     0 |1100  1987 |1.71 2.38 2.17|1.0   0   0|   0     0 |python               7457 1.0%   0    0 |python2              1510   46k 433B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:41 ubuntu dstat.sh[1374]: 01-04 02:20:41|  9   1  89   0   1|2624M  138M  135M 1074M|3697B 2160B|   0     0 |   0     0 |1161  2061 |1.71 2.38 2.17|1.0   0   0|   0     0 |python               6729 1.5%  89B1803B|python2              1510   46k 433B1.0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:42 ubuntu dstat.sh[1374]: 01-04 02:20:42|  6   3  91   0   1|2624M  138M  135M 1074M|4835B 1944B|   0     0 |   0     0 |1088  1977 |1.71 2.38 2.17|3.0   0   0|   0     0 |python               8156 1.5%   0    0 |python2              1510   46k 439B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:43 ubuntu dstat.sh[1374]: 01-04 02:20:43|  7   2  86   0   4|2624M  138M  135M 1074M|4852B 2160B|   0    28k|   0  2.00 |1197  2039 |1.71 2.38 2.17|  0   0   0|   0     0 |python               6729 1.5%  89B1803B|python2              1510   46k 459B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:44 ubuntu dstat.sh[1374]: 01-04 02:20:44|  8   1  90   0   1|2624M  138M  135M 1074M|9643B 2160B|   0     0 |   0     0 |1211  2001 |1.57 2.34 2.16|4.0   0   0|   0     0 |swift-proxy-ser      2164 1.0%   0    0 |python2              1510   46k 433B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:45 ubuntu dstat.sh[1374]: 01-04 02:20:45|  8   2  89   1   1|2624M  138M  135M 1074M|5370B 1944B|   0    36k|   0  3.00 |1163  2117 |1.57 2.34 2.16|  0   0   0|   0     0 |swift-container      325861.5%   0    0 |python2              1510   46k 459B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:46 ubuntu dstat.sh[1374]: 01-04 02:20:46|  7   1  90   0   2|2624M  138M  135M 1074M|4278B 2230B|   0     0 |   0     0 |1120  2032 |1.57 2.34 2.16|1.0   0   0|   0     0 |python               7457 1.5%   0    0 |python2              1510   46k 433B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:47 ubuntu dstat.sh[1374]: 01-04 02:20:47|  7   2  82   9   0|2624M  138M  135M 1074M|4401B 1944B|   0   196k|   0  15.0 |1141  2110 |1.57 2.34 2.16|3.0   0 2.0|   0     0 |python               6729 1.0%  89B1803B|python2              1510   46k 457B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:48 ubuntu dstat.sh[1374]: 01-04 02:20:48|  4   2  90   2   2|2624M  138M  135M 1074M|9386B 2160B|   0    52k|   0  6.00 |1088  1922 |1.57 2.34 2.16|2.0   0   0|   0     0 |python               8156 1.0%   0    0 |python2              1510   46k 459B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:49 ubuntu dstat.sh[1374]: 01-04 02:20:49| 10   2  88   0   1|2624M  138M  135M 1074M|4705B 2202B|  36k    0 |2.00     0 |1245  2084 |1.44 2.30 2.15|1.0   0   0|   0     0 |ironic-conducto      156782.0%   0 2314B|python2              1510   46k 449B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:50 ubuntu dstat.sh[1374]: 01-04 02:20:50|  7   2  81   1   7|2624M  138M  135M 1074M|4180B 2160B|   0    36k|   0  3.00 |1099  1936 |1.44 2.30 2.15|1.0   0   0|   0     0 |beam.smp             2039 2.5%   0    0 |python2              1510   46k 459B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:51 ubuntu dstat.sh[1374]: 01-04 02:20:51|  7   1  91   0   1|2624M  138M  135M 1074M|4011B 2160B|   0     0 |   0     0 |1153  1999 |1.44 2.30 2.15|  0   0   0|   0     0 |python               7457 1.5%   0    0 |python2              1510   46k 433B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:52 ubuntu dstat.sh[1374]: 01-04 02:20:52| 10   1  75  12   1|2624M  137M  135M 1074M|9595B 1944B|   0   716k|   0  35.0 |1178  2077 |1.44 2.30 2.15|  0 2.0   0|   0     0 |etcd                 2472 1.0%   0    0 |python2              1510   46k   0   0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:53 ubuntu dstat.sh[1374]: 01-04 02:20:53|  9   2  35  55   1|2624M  137M  135M 1074M|4500B 2160B|   0   792k|   0  88.0 |1212  1937 |1.44 2.30 2.15|  0 6.0   0|   0     0 |python               7457 1.5%   0    0 |python2              1510   46k 457B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:54 ubuntu dstat.sh[1374]: 01-04 02:20:54|  7   1  57  35   1|2624M  138M  135M 1074M|9060B 2160B|   0   608k|   0  59.0 |1184  2102 |1.89 2.38 2.17|  0   0   0|   0     0 |python               6729 1.0%   0    0 |python2              1510   46k 930B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:55 ubuntu dstat.sh[1374]: 01-04 02:20:55|  7   1  91   1   1|2624M  138M  135M 1074M|4637B 1890B|   0    36k|   0  3.00 |1125  2068 |1.89 2.38 2.17|1.0   0   0|   0     0 |swift-account-s      769  1.0%   0    0 |python2              1510   46k 459B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:56 ubuntu dstat.sh[1374]: 01-04 02:20:56|  8   1  88   0   2|2623M  138M  135M 1074M|6239B 2214B| 108k    0 |6.00     0 |1136  1972 |1.89 2.38 2.17|  0   0   0|   0     0 |python               6729 1.0%   0    0 |python2              1510   46k 460B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:57 ubuntu dstat.sh[1374]: 01-04 02:20:57|  7   2  87   4   2|2624M  137M  135M 1074M|3549B 1944B|  48k  216k|2.00  13.0 |1190  2165 |1.89 2.38 2.17|  0   0 2.0|   0     0 |python               6729 1.5%  89B1803B|python2              1510   46k 483B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:58 ubuntu dstat.sh[1374]: 01-04 02:20:58|  8   3  85   3   3|2624M  137M  135M 1074M|5553B 1998B|   0    84k|   0  9.00 |1113  2028 |1.89 2.38 2.17|  0   0   0|   0     0 |python               7457 1.5%   0    0 |python2              1510   46k 447B0.5%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:20:59 ubuntu dstat.sh[1374]: 01-04 02:20:59|  8   2  84   2   4|2624M  137M  135M 1074M|3527B 2106B|  92k  140k|6.00  9.00 |1192  2093 |1.74 2.34 2.16|4.0   0   0|   0     0 |swift-account-s      769  1.0%   0    0 |python2              1510   46k 476B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:21:00 ubuntu dstat.sh[1374]: 01-04 02:21:00|  6   2   7  83   2|2625M  134M  135M 1076M|4384B 1944B|1592k  188k|37.0  12.0 |1161  2012 |1.74 2.34 2.16|  0 2.0 2.0|   0     0 |etcd                 2472 1.5%   0    0 |python2              1510   46k 492B  0%|mysqld       302M|   0     0 |  25  177    0   35    0
Apr 01 02:21:01 ubuntu dstat.sh[1374]: 01-04 02:21:01| 22  13   2  58   6|2654M  128M  135M 1053M|  16E 4265k| 656k 4096B|75.0  1.00 |1928  3396 |1.74 2.34 2.16|  0 4.0  30|   0     0 |python2              1692 7.5%  13G8224M|python2              1692   13G8224M7.5%|mysqld       302M|   0     0 |  25  175    0   36    0
Apr 01 02:21:02 ubuntu dstat.sh[1374]: 01-04 02:21:02|  9   4  64  22   2|2654M  128M  135M 1054M|  11k 1227k| 320k  156k|36.0  5.00 |1386  2365 |1.74 2.34 2.16|1.0   0 3.0|   0     0 |polkitd              1123 1.0%   0    0 |python2              1510   46k1005B0.5%|mysqld       302M|   0     0 |  25  175    0   36    0
Apr 01 02:21:03 ubuntu dstat.sh[1374]: 01-04 02:21:03|  6   3  85   4   2|2607M  175M  135M 1054M|  10k 1682k| 132k   72k|8.00  6.00 |1261  2141 |1.74 2.34 2.16|1.0   0 1.0|   0     0 |etcd                 2472 1.0%   0    0 |python2              1510   46k 492B  0%|mysqld       302M|   0     0 |  25  175    0   36    0
Apr 01 02:21:04 ubuntu dstat.sh[1374]: 01-04 02:21:04|  6   2  90   1   2|2606M  176M  135M 1054M|4398B   83k|  60k 4096B|3.00  1.00 |1067  1992 |1.60 2.30 2.15|3.0   0   0|   0     0 |swift-account-s      769  1.0%   0    0 |python2              1510   46k 481B0.5%|mysqld       302M|   0     0 |  25  175    0   36    0
Apr 01 02:21:05 ubuntu dstat.sh[1374]: 01-04 02:21:05|  6   3  89   1   2|2606M  176M  135M 1054M|4068B 1782B|   0    76k|   0  3.00 |1120  2109 |1.60 2.30 2.15|3.0   0   0|   0     0 |python               7457 1.5%   0    0 |python2              1510   46k 465B  0%|mysqld       302M|   0     0 |  25  175    0   36    0
Apr 01 02:21:06 ubuntu dstat.sh[1374]: 01-04 02:21:06|  8   2  88   0   2|2606M  176M  135M 1054M|4115B 1914B|   0     0 |   0     0 |1113  2010 |1.60 2.30 2.15|3.0   0   0|   0     0 |swift-account-s      769  1.0%   0    0 |python2              1510   46k 425B  0%|mysqld       302M|   0     0 |  25  175    0   36    0
Apr 01 02:21:07 ubuntu dstat.sh[1374]: 01-04 02:21:07|  7   2  88   3   1|2606M  176M  135M 1054M|6030B 1944B|  84k  144k|2.00  9.00 |1151  2122 |1.60 2.30 2.15|  0   0 2.0|   0     0 |python               6729 1.0%  89B1803B|python2              1510   44k 488B0.5%|mysqld       302M|   0     0 |  25  175    0   23    0
Apr 01 02:21:08 ubuntu dstat.sh[1374]: 01-04 02:21:08|  5   2  91   2   1|2606M  176M  135M 1054M|4585B  864B|   0    52k|   0  6.00 |1038  1928 |1.60 2.30 2.15|1.0   0   0|   0     0 |python               8156 1.5%   0    0 |python2              1510   44k 464B0.5%|mysqld       302M|   0     0 |  25  175    0   23    0
