"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","11 Mar 2020 14:03:43 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
11-03 14:19:38,4.615,1.538,85.641,7.692,0.513,2795368448,163213312,170577920,1031905280,3631,1728,0,925696,0,36,1132,2138,2.720,2.220,1.680,0,0,0,0,0,24,171,0,95,0
11-03 14:19:39,5.584,2.538,90.355,1.523,0,2795544576,163024896,170582016,1031913472,8133,1944,0,53248,0,6,1081,2059,2.720,2.220,1.680,0,0,0,0,0,24,171,0,95,0
11-03 14:19:40,13.265,4.592,82.143,0,0,2805592064,152969216,170582016,1031921664,4287,1944,0,0,0,0,1138,2157,2.500,2.180,1.670,3,0,20,0,0,24,171,0,95,0
11-03 14:19:41,48.223,7.614,43.655,0,0.508,2822991872,135557120,170582016,1031933952,5011,1944,0,0,0,0,1350,2183,2.500,2.180,1.670,3,0,1,0,0,24,171,0,94,0
11-03 14:19:42,55.276,4.020,38.191,2.010,0.503,2839375872,119148544,170590208,1031950336,9054,1944,0,110592,0,9,1391,2162,2.500,2.180,1.670,3,0,0,0,0,24,171,0,94,0
11-03 14:19:43,49.749,8.040,41.709,0,0.503,2802753536,155680768,170590208,1032040448,4278,2038,57344,0,3,0,1542,2749,2.500,2.180,1.670,3,0,32,0,0,24,171,0,98,0
11-03 14:19:44,46.701,8.122,45.178,0,0,2826682368,131747840,170590208,1032044544,4741,1944,0,0,0,0,1464,2255,2.500,2.180,1.670,2,0,1,0,0,24,171,0,98,0
11-03 14:19:45,53.769,3.015,41.206,1.508,0.503,2846638080,111779840,170594304,1032052736,6581,1944,0,282624,0,11,1394,2192,2.460,2.180,1.680,0,2,2,0,0,24,171,0,99,0
11-03 14:19:46,37.879,19.697,38.889,3.535,0,2798669824,159641600,170594304,1032159232,7905,1944,12288,176128,1,15,2019,4335,2.460,2.180,1.680,1,0,244,0,0,24,171,0,104,0
11-03 14:19:47,50.510,8.163,38.776,2.041,0.510,2826629120,131645440,170602496,1032187904,6384,2160,0,94208,0,9,1376,2411,2.460,2.180,1.680,1,0,5,0,0,24,171,0,89,0
11-03 14:19:48,51.282,6.154,37.949,4.615,0,2843238400,114982912,170602496,1032241152,4631,2114,28672,454656,1,24,1395,2264,2.460,2.180,1.680,1,0,1,0,0,24,171,0,89,0
11-03 14:19:49,42.487,14.508,41.451,1.036,0.518,2799607808,158281728,170602496,1032572928,7440,2624,159744,57344,4,6,1921,3740,2.460,2.180,1.680,1,0,150,0,0,24,171,0,82,0
11-03 14:19:50,29.798,31.818,36.364,1.515,0.505,2799452160,158134272,170721280,1032757248,6225,2408,188416,0,39,0,2145,4623,2.340,2.160,1.670,3,0,226,0,0,24,171,0,82,0
11-03 14:19:51,30,31.500,33,4.500,1,2798931968,158277632,170721280,1033134080,7676,2840,122880,81920,7,6,2018,4187,2.340,2.160,1.670,2,0,179,0,0,24,171,0,71,0
11-03 14:19:52,45.455,14.646,39.394,0,0.505,2815721472,141381632,170721280,1033240576,7724,2624,0,0,0,0,1628,3002,2.340,2.160,1.670,1,0,89,0,0,24,171,0,71,0
11-03 14:19:53,53.571,4.082,40.816,0,1.531,2839101440,117989376,170721280,1033252864,6024,2450,0,0,0,0,1379,2169,2.340,2.160,1.670,3,0,0,0,0,24,171,0,71,0
11-03 14:19:54,37.500,4,42.500,15.500,0.500,2852388864,124821504,170721280,1013174272,5161,2454,937984,0,79,0,1496,2253,2.340,2.160,1.670,0,1,0,0,0,24,171,0,71,0
11-03 14:19:55,43.216,4.020,43.216,9.045,0.503,2862485504,113491968,170721280,1014407168,5041,2160,1212416,148480,134,10,1580,2384,2.230,2.140,1.670,0,1,2,0,0,24,171,0,71,0
11-03 14:19:56,30.769,28.718,36.923,2.564,1.026,2799349760,176398336,170725376,1014632448,3870,1566,98304,241664,14,8,2184,4761,2.230,2.140,1.670,1,0,346,0,0,24,171,0,71,0
11-03 14:19:57,42.640,4.061,40.102,12.690,0.508,2810810368,163782656,170991616,1015521280,5118,2106,1110016,512000,102,21,1486,2421,2.230,2.140,1.670,1,0,3,0,0,24,171,0,71,0
11-03 14:19:58,26.531,13.776,37.755,20.408,1.531,2811228160,162148352,171003904,1016725504,5061,2122,933888,3706880,63,63,1947,3597,2.230,2.140,1.670,1,0,157,0,0,24,171,0,71,0
11-03 14:19:59,34.010,8.122,43.655,13.198,1.015,2827042816,144089088,171008000,1018966016,5168,1944,2359296,57344,185,6,1529,2501,2.230,2.140,1.670,1,0,0,0,0,24,171,0,71,0
11-03 14:20:00,39.487,4.103,43.590,12.821,0,2830499840,137932800,172023808,1020649472,5251,1944,2588672,0,317,0,1535,2960,2.130,2.120,1.660,4,0,5,0,0,24,171,0,71,0
11-03 14:20:01,55.556,4.545,39.394,0,0.505,2831351808,137039872,172023808,1020690432,5076,1944,0,0,0,0,1529,2594,2.130,2.120,1.660,4,0,0,0,0,24,171,0,69,0
11-03 14:20:02,49.246,3.518,36.181,10.553,0.503,2844733440,123449344,172130304,1020792832,4415,1728,176128,135168,35,31,1489,2388,2.130,2.120,1.660,3,1,1,0,0,24,171,0,69,0
11-03 14:20:03,15.816,3.061,44.898,36.224,0,2846617600,121319424,172130304,1021038592,4122,1944,233472,2506752,18,164,1347,2045,2.130,2.120,1.660,1,2,2,0,0,24,171,0,69,0
11-03 14:20:04,19.072,3.093,23.196,53.608,1.031,2853138432,113483776,172404736,1022078976,4158,1728,1269760,1744896,144,118,1633,2623,2.130,2.120,1.660,1,1,0,0,0,24,171,0,69,0
11-03 14:20:05,30.256,7.692,40.513,21.026,0.513,2867355648,118718464,172404736,1003397120,4327,1728,3088384,0,236,0,1866,2847,2.040,2.100,1.660,1,0,2,0,0,24,171,0,69,0
11-03 14:20:06,44.444,13.131,26.768,14.646,1.010,2870394880,128196608,172404736,991244288,9265,1944,9510912,106496,127,12,5673,11933,2.040,2.100,1.660,2,0,10,0,0,24,171,0,69,0
11-03 14:20:07,48.259,8.955,38.308,3.483,0.995,2873008128,124960768,172417024,991592448,3618,2014,266240,188416,13,13,1476,2245,2.040,2.100,1.660,1,0,3,0,0,24,171,0,56,0
11-03 14:20:08,45.500,9.500,40.500,4,0.500,2853859328,143847424,172421120,991801344,3785,1944,131072,163840,1,12,1335,2074,2.040,2.100,1.660,1,0,3,0,0,24,171,0,56,0
11-03 14:20:09,56.853,10.660,21.320,11.168,0,2870870016,126783488,172421120,991825920,14122,1944,0,806912,0,64,6268,13537,2.040,2.100,1.660,2,2,10,0,0,24,171,0,56,0
11-03 14:20:10,45.408,7.653,33.163,13.265,0.510,2831949824,165662720,172425216,991838208,6696,2160,4096,819200,1,67,1404,2165,2.040,2.100,1.660,3,0,3,0,0,24,171,0,56,0
11-03 14:20:11,35.714,3.061,56.122,4.592,0.510,2832859136,164257792,172433408,992325632,4461,2715,475136,0,25,0,1374,2310,2.040,2.100,1.660,2,0,0,0,0,24,172,0,56,0
11-03 14:20:12,19.095,3.518,71.357,5.528,0.503,2834411520,162381824,172482560,992587776,14452,3990,81920,368640,6,13,1298,2249,2.040,2.100,1.660,0,0,0,0,0,24,173,0,32,0
11-03 14:20:13,8.163,1.531,90.306,0,0,2834948096,161845248,172482560,992587776,8661,2879,0,0,0,0,1074,2012,2.040,2.100,1.660,2,0,0,0,0,24,173,0,32,0
11-03 14:20:14,18.462,2.051,60,19.487,0,2835615744,160985088,172515328,992747520,20200,2936,65536,483328,11,20,1241,2244,2.040,2.100,1.660,0,1,0,0,0,24,173,0,32,0
11-03 14:20:15,16.923,3.077,23.590,56.410,0,2836422656,159653888,172544000,993230848,9923,2695,212992,999424,14,106,1340,2203,2.120,2.120,1.670,0,2,2,0,0,24,173,0,32,0
11-03 14:20:16,36.364,2.020,37.879,23.232,0.505,2837200896,158633984,172548096,993460224,6680,1944,233472,425984,36,34,1295,2177,2.120,2.120,1.670,2,0,0,0,0,24,173,0,32,0
11-03 14:20:17,27.041,1.531,43.367,28.061,0,2838114304,157462528,172548096,993714176,5403,1944,299008,36864,43,3,1276,2120,2.120,2.120,1.670,0,1,0,0,0,24,173,0,32,0
11-03 14:20:18,38.889,2.525,43.939,14.646,0,2839904256,155205632,172548096,994160640,5643,2160,393216,0,67,0,1365,2059,2.120,2.120,1.670,2,0,0,0,0,24,173,0,32,0
11-03 14:20:19,40.306,5.102,42.347,11.735,0.510,2841542656,152764416,172556288,994697216,4868,1986,487424,184320,46,15,1410,2218,2.120,2.120,1.670,1,0,0,0,0,24,173,0,32,0
11-03 14:20:20,48.223,6.599,43.655,1.015,0.508,2855239680,138403840,172703744,994701312,4972,1944,126976,61440,31,6,1261,2089,2.030,2.100,1.670,2,0,1,0,0,24,173,0,32,0
11-03 14:20:21,51.020,7.653,40.816,0,0.510,2879356928,114274304,172703744,994709504,4340,1944,0,94208,0,5,1419,2224,2.030,2.100,1.670,3,0,7,0,0,24,173,0,32,0
11-03 14:20:22,51.515,10.101,34.343,2.020,2.020,2882228224,111263744,172818432,994734080,10988,1728,131072,0,30,0,4194,9272,2.030,2.100,1.670,1,0,1,0,0,24,173,0,32,0
11-03 14:20:23,46.231,9.548,42.714,1.005,0.503,2884276224,109195264,172818432,994742272,5352,1944,32768,98304,2,8,1421,2360,2.030,2.100,1.670,1,0,7,0,0,24,173,0,32,0
11-03 14:20:24,42.424,12.121,43.939,1.515,0,2842419200,151449600,173023232,994865152,5203,1860,45056,12288,8,3,1411,2217,2.030,2.100,1.670,1,0,0,0,0,24,171,0,32,2
11-03 14:20:25,28,33,35.500,2,1.500,2808659968,185253888,173031424,994926592,5531,1986,90112,897024,3,3,2248,4998,1.860,2.060,1.660,2,0,420,0,0,24,171,0,32,0
11-03 14:20:26,51.515,5.556,41.414,1.010,0.505,2831114240,162775040,173039616,994942976,3827,1728,8192,329216,2,12,1429,2183,1.860,2.060,1.660,3,0,1,0,0,24,171,0,32,0
11-03 14:20:27,53.807,3.046,42.132,0.508,0.508,2849755136,144105472,173039616,994951168,3660,1728,0,40960,0,3,1400,2243,1.860,2.060,1.660,1,0,0,0,0,24,171,0,32,0
11-03 14:20:28,40.404,18.182,40.909,0,0.505,2800115712,193486848,173039616,995184640,4277,1728,77824,0,2,0,1971,3848,1.860,2.060,1.660,1,1,184,0,0,24,171,0,38,0
11-03 14:20:29,43.216,14.070,42.211,0.503,0,2822971392,170455040,173039616,995360768,4424,1728,151552,0,4,0,1562,2821,1.860,2.060,1.660,1,0,102,0,0,24,171,0,38,0
11-03 14:20:30,53.030,4.545,41.414,1.010,0,2845024256,148389888,173047808,995364864,5837,1728,0,212992,0,15,1420,2280,1.790,2.050,1.650,1,0,0,0,0,24,171,0,38,0
11-03 14:20:31,44.444,16.162,38.889,0,0.505,2804748288,188628992,173047808,995401728,7803,1944,0,36864,0,3,1758,3441,1.790,2.050,1.650,2,0,175,0,0,24,171,0,42,0
11-03 14:20:32,50.510,5.102,44.388,0,0,2830454784,162918400,173047808,995405824,6142,1728,0,0,0,0,1392,2192,1.790,2.050,1.650,2,0,1,0,0,24,171,0,38,0
11-03 14:20:33,50,6.061,43.434,0.505,0,2849771520,143585280,173056000,995414016,9229,1728,0,106496,0,6,1436,2225,1.790,2.050,1.650,1,0,0,0,0,24,173,0,39,0
11-03 14:20:34,45.918,11.224,41.837,0.510,0.510,2811924480,181325824,173056000,995520512,4555,1728,65536,0,3,0,1691,2996,1.790,2.050,1.650,1,0,70,0,0,24,171,0,41,0
11-03 14:20:35,53.535,3.535,42.929,0,0,2836742144,156504064,173056000,995524608,5026,1944,0,0,0,0,1342,2097,1.810,2.040,1.650,1,0,3,0,0,24,171,0,41,0
11-03 14:20:36,52.764,5.025,30.653,11.055,0.503,2852253696,140947456,173056000,995569664,3861,1728,20480,688128,2,69,1680,2654,1.810,2.040,1.650,0,2,4,0,0,24,177,0,41,0
11-03 14:20:37,16.418,2.488,36.318,43.284,1.493,2853687296,139358208,173064192,995717120,4117,1728,0,1302528,0,150,1637,2476,1.810,2.040,1.650,1,0,0,0,0,24,177,0,41,0
11-03 14:20:38,49.746,7.107,41.624,1.015,0.508,2821963776,171048960,173076480,995737600,4447,1944,0,86016,0,6,1458,2308,1.810,2.040,1.650,3,0,22,0,0,24,175,0,42,0
11-03 14:20:39,50.754,5.025,41.709,2.010,0.503,2845749248,147214336,173084672,995778560,9366,1944,0,438272,0,22,1434,2272,1.810,2.040,1.650,1,0,0,0,0,24,175,0,42,0
11-03 14:20:40,48.744,9.045,40.201,2.010,0,2852872192,139915264,173105152,995934208,5448,1944,20480,139264,4,14,1627,2808,1.750,2.030,1.650,1,1,0,0,0,24,177,0,47,0
11-03 14:20:41,60.406,7.107,31.472,1.015,0,2818756608,173916160,173117440,996036608,5966,1728,0,229376,0,20,1611,2544,1.750,2.030,1.650,1,0,8,0,0,24,175,0,48,0
11-03 14:20:42,56.186,4.639,29.381,9.278,0.515,2843136000,149495808,173121536,996073472,9199,1728,0,520192,0,55,1522,2463,1.750,2.030,1.650,2,2,0,0,0,24,175,0,48,0
11-03 14:20:43,49.744,5.128,28.718,16.410,0,2853732352,138801152,173121536,996171776,6173,1822,0,1134592,0,59,1690,2821,1.750,2.030,1.650,1,0,0,0,0,24,177,0,53,0
11-03 14:20:44,50.990,4.455,34.653,9.406,0.495,2887909376,124657664,173121536,976424960,6093,1798,20480,876544,2,57,1586,2678,1.750,2.030,1.650,3,2,0,0,0,24,177,0,48,0
11-03 14:20:45,30.303,26.768,18.687,23.737,0.505,2888577024,123953152,173125632,976457728,5139,1728,86016,1466368,2,131,1549,2380,2.170,2.110,1.680,2,3,2,0,0,24,177,0,49,0
11-03 14:20:46,53.731,20.896,1.493,23.383,0.498,2839474176,172507136,173129728,977002496,5728,1728,0,2658304,0,164,1851,3146,2.170,2.110,1.680,3,0,85,0,0,24,175,0,44,0
11-03 14:20:47,61.111,36.364,1.515,1.010,0,2839101440,172793856,173150208,977068032,5227,1728,0,647168,0,44,1954,5538,2.170,2.110,1.680,3,0,614,0,0,24,175,0,44,0
11-03 14:20:48,45.455,37.879,10.101,6.061,0.505,2842886144,168706048,173162496,977342464,5510,1728,57344,253952,5,21,2116,5720,2.170,2.110,1.680,4,0,575,0,0,24,175,0,44,0
11-03 14:20:49,42.051,45.128,11.795,0.513,0.513,2847830016,163356672,173162496,977747968,4359,1512,319488,135168,11,13,2367,5950,2.170,2.110,1.680,2,0,558,0,0,24,175,0,44,0
11-03 14:20:50,48,48.500,3,0.500,0,2841841664,169099264,173166592,977981440,3919,1782,69632,454656,7,25,2186,5226,2.150,2.110,1.680,3,0,546,0,0,24,175,0,39,0
11-03 14:20:51,56.281,41.709,1.508,0.503,0,2841907200,168767488,173174784,978223104,4932,2106,16384,442368,2,35,2539,5955,2.150,2.110,1.680,6,0,574,0,0,24,175,0,39,0
11-03 14:20:52,47.475,41.919,10.101,0,0.505,2841899008,168652800,173187072,978333696,5445,1944,0,225280,0,17,2334,5953,2.150,2.110,1.680,4,0,589,0,0,24,175,0,39,0
11-03 14:20:53,32.487,42.132,24.365,0.508,0.508,2842214400,168251392,173187072,978419712,4451,1512,0,200704,0,18,2186,5901,2.150,2.110,1.680,3,0,584,0,0,24,175,0,39,0
11-03 14:20:54,21.134,42.784,35.052,0.515,0.515,2841669632,168730624,173191168,978481152,4520,1728,0,180224,0,12,2525,6039,2.150,2.110,1.680,1,0,573,0,0,24,175,0,39,0
11-03 14:20:55,33.846,5.641,37.949,22.051,0.513,2855284736,154292224,173318144,979177472,3891,1512,667648,1581056,103,51,1684,2994,2.060,2.090,1.680,4,0,46,0,0,24,175,0,39,0
11-03 14:20:56,33.163,19.388,41.327,6.122,0,2865278976,145543168,173318144,979353600,8745,1728,180224,122880,36,6,1507,2464,2.060,2.090,1.680,1,0,20,0,0,24,175,0,39,0
11-03 14:20:57,43.939,15.152,31.313,9.091,0.505,2873548800,123916288,173461504,992567296,8473,1728,2482176,3184128,87,26,4872,9787,2.060,2.090,1.680,1,0,6,0,0,24,175,0,39,0
11-03 14:20:58,48.500,6,42.500,2,1,2879664128,119070720,173473792,991289344,7222,1728,0,520192,0,7,1462,2119,2.060,2.090,1.680,2,0,1,0,0,24,175,0,39,0
11-03 14:20:59,45.178,6.091,40.609,7.614,0.508,2881921024,115326976,173686784,992563200,6491,1728,241664,749568,53,16,1447,2396,2.060,2.090,1.680,4,0,6,0,0,24,175,0,39,0
11-03 14:21:00,53.807,2.030,42.132,1.523,0.508,2883207168,113991680,173686784,992612352,5076,1728,0,360448,0,6,1249,1939,2.060,2.090,1.680,2,0,0,0,0,24,175,0,39,0
11-03 14:21:01,34.694,2.041,62.755,0.510,0,2883739648,113422336,173690880,992645120,5839,2628,16384,69632,1,6,1261,2060,2.060,2.090,1.680,3,0,0,0,0,24,176,0,39,0
11-03 14:21:02,21.134,2.577,72.165,3.608,0.515,2885619712,110469120,173727744,993681408,14725,4204,221184,315392,11,6,1238,2052,2.060,2.090,1.680,0,0,0,0,0,24,176,0,39,0
11-03 14:21:03,22.335,3.046,65.990,8.629,0,2894356480,113209344,173776896,982151168,8103,4057,1830912,765952,15,12,1255,2132,2.060,2.090,1.680,2,0,0,0,0,24,176,0,39,0
11-03 14:21:04,27.041,3.061,64.286,5.612,0,2886897664,117182464,173916160,985563136,5399,3989,442368,471040,20,9,1247,2114,2.060,2.090,1.680,1,0,0,0,0,24,176,0,39,0
11-03 14:21:05,27.979,3.627,63.212,4.663,0.518,2888736768,112263168,173993984,988561408,6966,4211,790528,593920,25,9,1364,2226,1.890,2.050,1.670,2,0,2,0,0,24,176,0,39,0
11-03 14:21:06,36.548,4.569,56.853,2.030,0,2889547776,121466880,174018560,978563072,4601,3167,2433024,217088,11,3,1229,1979,1.890,2.050,1.670,1,0,0,0,0,24,176,0,39,0
11-03 14:21:07,41.294,3.980,48.259,5.970,0.498,2889469952,120168448,174063616,979890176,6874,4414,290816,761856,16,19,1474,2359,1.890,2.050,1.670,0,0,0,0,0,24,176,0,39,0
11-03 14:21:08,24.103,2.564,65.641,7.179,0.513,2889625600,117530624,174219264,982212608,8556,4494,430080,655360,18,19,1386,2162,1.890,2.050,1.670,2,0,0,0,0,24,176,0,39,0
11-03 14:21:09,28.205,4.103,59.487,8.205,0,2892468224,107884544,174317568,988913664,10536,3978,1224704,917504,9,33,1376,2109,1.890,2.050,1.670,2,1,0,0,0,24,176,0,39,0
11-03 14:21:10,27.041,4.082,62.755,6.122,0,2893742080,126169088,174460928,969277440,9436,4411,299008,573440,26,14,1393,2217,1.820,2.040,1.670,1,0,0,0,0,24,176,0,39,0
11-03 14:21:11,21.026,4.103,67.179,7.179,0.513,2893840384,122585088,174600192,972615680,8410,4047,757760,540672,28,12,1288,2251,1.820,2.040,1.670,0,0,0,0,0,24,176,0,39,0
11-03 14:21:12,39.394,1.515,52.020,7.071,0,2894704640,118931456,174784512,975216640,10480,4078,618496,790528,39,15,1391,2339,1.820,2.040,1.670,1,0,0,0,0,24,176,0,39,0
11-03 14:21:13,39.691,11.340,44.845,3.608,0.515,2894790656,131600384,174985216,962359296,4371,1794,8728576,61440,17,3,1395,2218,1.820,2.040,1.670,2,0,0,0,0,24,176,0,39,0
11-03 14:21:14,25.510,3.061,62.755,8.673,0,2895171584,128073728,175271936,965214208,7809,4051,573440,1089536,36,26,1366,2309,1.820,2.040,1.670,0,0,0,0,0,24,176,0,39,0
11-03 14:21:15,30.151,5.528,56.784,7.538,0,2897588224,121331712,175632384,969166848,6396,4079,671744,745472,19,12,1360,2278,1.670,2,1.660,4,0,2,0,0,24,176,0,39,0
11-03 14:21:16,17.436,1.538,75.385,5.128,0.513,2897420288,120651776,175771648,969875456,7674,4963,184320,561152,24,12,1303,2257,1.670,2,1.660,2,0,0,0,0,24,176,0,39,0
11-03 14:21:17,15.104,8.854,32.812,43.229,0,2897719296,120139776,175812608,970043392,6543,2771,53248,1433600,9,150,1508,2143,1.670,2,1.660,1,3,0,0,0,24,176,0,39,0
11-03 14:21:18,12.183,4.061,28.934,54.822,0,2897559552,120045568,175960064,970149888,5049,2481,167936,1757184,36,163,1557,2212,1.670,2,1.660,1,2,0,0,0,24,176,0,39,0
11-03 14:21:19,10.152,2.030,23.350,63.959,0.508,2898206720,119406592,175964160,970137600,4109,1770,0,3076096,0,158,1423,2024,1.670,2,1.660,1,2,0,0,0,24,176,0,39,0
11-03 14:21:20,9.278,2.577,28.866,59.278,0,2898186240,118865920,176070656,970665984,10925,2750,147456,3170304,17,40,1293,2201,1.780,2.020,1.660,0,0,0,0,0,24,176,0,39,0
11-03 14:21:21,24.121,2.513,67.337,5.528,0.503,2898149376,117153792,176173056,972312576,12246,4741,294912,585728,14,18,1274,2141,1.780,2.020,1.660,1,0,0,0,0,24,176,0,39,0
11-03 14:21:22,19.895,1.571,72.251,5.759,0.524,2896814080,117719040,176275456,972980224,8280,4631,438272,495616,26,15,1356,2259,1.780,2.020,1.660,0,0,0,0,0,24,176,0,39,0
11-03 14:21:23,20.725,3.109,66.321,8.290,1.554,2896969728,116039680,176443392,974336000,9022,4104,376832,569344,28,12,1315,2148,1.780,2.020,1.660,2,0,0,0,0,24,176,0,39,0
11-03 14:21:24,38.579,3.046,55.330,2.538,0.508,2896023552,115232768,176594944,975937536,6928,3175,192512,299008,13,7,1358,2097,1.780,2.020,1.660,3,0,0,0,0,24,176,0,39,0
11-03 14:21:25,44.279,14.428,35.821,5.473,0,2896302080,126701568,177401856,963313664,4311,1944,86016,6516736,2,56,1430,2135,1.800,2.020,1.670,2,0,2,0,0,24,176,0,39,0
11-03 14:21:26,47.449,12.245,11.735,28.571,0,2895925248,112726016,177606656,977551360,5500,1986,0,5955584,0,165,1653,2084,1.800,2.020,1.670,1,1,0,0,0,24,176,0,39,0
11-03 14:21:27,28.788,13.131,25.253,32.323,0.505,2898006016,149516288,178122752,938172416,5581,1728,102400,22544384,7,164,1492,2000,1.800,2.020,1.670,1,1,0,0,0,24,176,0,39,0
11-03 14:21:28,40.704,21.106,13.065,24.121,1.005,2896719872,147877888,178274304,940945408,4954,1944,0,27578368,0,125,1481,2143,1.800,2.020,1.670,2,0,0,0,0,24,176,0,39,0
11-03 14:21:29,48.485,8.081,42.424,0,1.010,2896740352,141590528,178429952,947056640,5672,2160,0,49152,0,9,1332,1940,1.800,2.020,1.670,1,0,0,0,0,24,176,0,31,0
11-03 14:21:30,44.330,8.763,34.536,12.371,0,2896515072,135917568,178900992,952426496,5789,1944,0,1400832,0,32,1368,2115,1.730,2,1.660,1,0,0,0,0,24,176,0,31,0
11-03 14:21:31,27.919,6.599,19.289,45.685,0.508,2902331392,124579840,178958336,957833216,9393,1728,0,23924736,0,76,1250,2027,1.730,2,1.660,1,3,0,0,0,24,176,0,27,0
11-03 14:21:32,20.619,5.155,0.515,73.711,0,2899161088,113176576,179105792,972177408,3479,1728,0,8474624,0,71,1205,1977,1.730,2,1.660,1,3,0,0,0,24,176,0,27,0
11-03 14:21:33,20.619,7.732,0,71.134,0.515,2900078592,116322304,179146752,968060928,7056,1728,0,9531392,0,228,1281,2054,1.730,2,1.660,1,2,0,0,0,24,176,0,27,0
11-03 14:21:34,45.918,9.184,38.265,6.633,0,2899574784,109481984,179699712,974217216,6856,1728,0,1540096,0,26,1313,2205,1.730,2,1.660,1,0,0,0,0,24,176,0,27,0
11-03 14:21:35,42.132,15.736,41.624,0,0.508,2900021248,134402048,180424704,948445184,4366,1944,86016,57344,2,4,1390,2209,1.670,1.980,1.660,2,0,2,0,0,24,176,0,27,0
11-03 14:21:36,43,15,41,1,0,2873880576,236773376,180424704,872759296,6553,2118,212992,4096,7,1,1373,2157,1.670,1.980,1.660,2,0,2,0,0,24,175,0,21,0
11-03 14:21:37,46.970,8.586,38.889,5.556,0,2893561856,216547328,180428800,873299968,7768,1728,0,2490368,0,7,1363,2129,1.670,1.980,1.660,4,0,6,0,0,24,175,0,21,0
11-03 14:21:38,58.031,10.881,29.016,1.554,0.518,2901012480,208621568,180436992,873766912,3692,1944,4096,598016,1,24,5915,13426,1.670,1.980,1.660,4,0,11,0,0,24,175,0,14,0
11-03 14:21:39,48.731,8.122,38.579,4.061,0.508,2881036288,228433920,180441088,873934848,11292,1944,0,1347584,0,14,1426,2256,1.670,1.980,1.660,2,0,3,0,0,24,175,0,14,0
11-03 14:21:40,52.821,3.077,40.513,3.590,0,2896543744,212889600,180445184,873967616,4380,1944,0,540672,0,19,1370,2176,1.620,1.970,1.650,1,0,3,0,0,24,175,0,13,0
11-03 14:21:41,57.789,10.553,25.628,6.030,0,2903879680,205295616,180445184,874225664,4574,1944,0,2912256,0,55,6966,14860,1.620,1.970,1.650,1,0,9,0,0,24,175,0,13,0
11-03 14:21:42,52.284,9.137,37.563,0.508,0.508,2864029696,245063680,180457472,874270720,9485,1944,0,372736,0,11,1418,2462,1.620,1.970,1.650,2,0,4,0,0,24,175,0,7,0
11-03 14:21:43,45.455,9.596,40.909,4.040,0,2854699008,253599744,180461568,875069440,4273,2254,724992,192512,11,8,1530,2458,1.620,1.970,1.650,2,0,44,0,0,24,175,0,7,0
11-03 14:21:44,50.256,6.667,40.513,2.051,0.513,2873184256,235085824,180482048,875077632,9877,1944,0,413696,0,19,1841,3080,1.620,1.970,1.650,1,0,39,0,0,24,175,0,2,0
11-03 14:21:45,56.701,10.309,31.959,1.031,0,2870190080,238063616,180486144,875089920,6441,1944,0,53248,0,6,5908,15145,1.650,1.970,1.660,2,0,9,0,0,24,175,0,3,0
11-03 14:21:46,50,7.576,41.919,0.505,0,2879369216,228864000,180494336,875102208,10728,2160,4096,114688,1,7,1432,2244,1.650,1.970,1.660,1,0,4,0,0,24,175,0,2,0
11-03 14:21:47,52.551,5.612,41.837,0,0,2882269184,225845248,180494336,875220992,7316,1944,81920,0,9,0,1457,2411,1.650,1.970,1.660,1,0,5,0,0,24,175,0,2,0
11-03 14:21:48,58.247,3.608,37.113,0.515,0.515,2883772416,224292864,180498432,875266048,5120,1944,0,172032,0,9,1405,2506,1.650,1.970,1.660,1,0,0,0,0,24,175,0,1,0
11-03 14:21:49,47.423,12.887,38.144,1.546,0,2846179328,261787648,180506624,875356160,7322,2160,86016,147456,8,8,1657,3087,1.650,1.970,1.660,1,0,118,0,0,24,175,0,1,0
11-03 14:21:50,48.744,8.040,40.704,2.010,0.503,2867826688,240107520,180527104,875368448,4943,1944,0,524288,0,22,1712,2721,1.600,1.950,1.650,3,0,36,0,0,24,175,0,1,0
11-03 14:21:51,46.907,15.464,35.567,1.546,0.515,2864250880,235909120,180572160,883093504,5397,1728,0,532480,0,8,5337,10795,1.600,1.950,1.650,2,0,7,0,0,24,175,0,1,0
11-03 14:21:52,51.010,6.061,39.394,3.030,0.505,2881335296,216166400,180572160,885751808,7214,1944,0,839680,0,7,1428,2114,1.600,1.950,1.650,5,0,0,0,0,24,175,0,1,0
11-03 14:21:53,53.299,4.569,41.117,0,1.015,2882736128,214511616,180572160,886005760,5252,1944,0,0,0,0,1364,2080,1.600,1.950,1.650,1,0,5,0,0,24,175,0,1,0
11-03 14:21:54,53.807,2.538,43.147,0,0.508,2883694592,213532672,180572160,886026240,6524,1944,0,0,0,0,1368,2080,1.600,1.950,1.650,5,0,0,0,0,24,175,0,1,0
11-03 14:21:55,18.782,3.046,76.650,1.523,0,2884886528,212242432,180576256,886120448,9322,3602,86016,512000,5,2,1151,2072,1.470,1.920,1.640,4,1,2,0,0,24,176,0,1,0
