"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","13 Jan 2020 22:36:13 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
13-01 23:09:50,9.950,2.985,0,86.567,0.498,3134128128,112357376,106872832,816644096,5930,2700,532480,655360,14,64,1425,2266,2.350,2.190,2.120,1,3,0,0,0,26,183,0,36,0
13-01 23:09:51,11.735,3.061,0.510,84.694,0,3134291968,111788032,106872832,817049600,5415,2430,376832,684032,32,115,1574,2303,2.490,2.220,2.130,1,2,2,0,0,26,183,0,36,0
13-01 23:09:52,18.782,4.569,28.426,47.208,1.015,3136749568,108167168,106876928,818257920,6962,2700,647168,692224,40,21,1593,2412,2.490,2.220,2.130,1,1,0,0,0,26,183,0,36,0
13-01 23:09:53,15.464,2.577,34.536,47.423,0,3137925120,136159232,106881024,789463040,5030,2160,3444736,192512,49,6,1457,2322,2.490,2.220,2.130,1,1,0,0,0,26,183,0,36,0
13-01 23:09:54,20.603,3.015,44.221,31.658,0.503,3139858432,133267456,106885120,790417408,4499,2472,475136,0,68,0,1609,2481,2.490,2.220,2.130,2,1,0,0,0,26,183,0,36,0
13-01 23:09:55,17.708,3.646,43.750,33.854,1.042,3141459968,130666496,106885120,791416832,6515,2700,532480,0,60,0,1527,2340,2.490,2.220,2.130,6,0,0,0,0,26,183,0,36,0
13-01 23:09:56,16.915,3.483,40.299,37.313,1.990,3142062080,129495040,106897408,791973888,6061,2430,278528,364544,39,3,1423,2299,2.770,2.290,2.150,3,1,0,0,0,26,183,0,36,0
13-01 23:09:57,12.121,3.030,18.687,64.646,1.515,3142938624,128155648,106909696,792424448,4979,2700,233472,3764224,26,144,1453,2259,2.770,2.290,2.150,4,1,0,0,0,26,183,0,34,0
13-01 23:09:58,24,5,28,40.500,2.500,3144445952,125714432,106938368,793329664,10121,3744,491520,761856,48,22,1514,2475,2.770,2.290,2.150,3,0,0,0,0,26,184,0,34,0
13-01 23:09:59,10.660,2.538,42.640,44.162,0,3144249344,125652992,106938368,793587712,12141,3123,135168,102400,21,2,1307,2291,2.770,2.290,2.150,5,1,0,0,0,26,183,0,31,0
13-01 23:10:00,17.822,4.455,31.188,43.069,3.465,3146125312,123023360,106950656,794329088,4928,2430,376832,204800,33,10,1476,2389,2.770,2.290,2.150,1,1,0,0,0,26,183,0,31,0
13-01 23:10:01,29.851,4.975,37.811,19.900,7.463,3148353536,119717888,106950656,795406336,4131,2322,577536,0,46,0,1626,3963,2.790,2.300,2.160,7,0,2,0,0,26,183,0,26,0
13-01 23:10:02,49.020,8.333,33.333,5.882,3.431,3123277824,144703488,106954752,795492352,7020,2538,4096,516096,1,14,1519,2246,2.790,2.300,2.160,2,0,4,0,0,26,183,0,27,0
13-01 23:10:03,48.485,3.535,20.707,26.768,0.505,3141672960,126287872,106958848,795508736,6446,2700,0,2093056,0,84,1682,2370,2.790,2.300,2.160,3,1,0,0,0,26,183,0,26,0
13-01 23:10:04,46.500,11,20.500,21.500,0.500,3149041664,118734848,106958848,795697152,3671,2160,0,241664,0,4,1680,2699,2.790,2.300,2.160,2,2,0,0,0,26,185,0,29,0
13-01 23:10:05,32.323,26.263,27.778,13.131,0.505,3149254656,118509568,106975232,795693056,7459,2472,155648,184320,3,15,1567,2571,2.790,2.300,2.160,3,0,0,0,0,26,185,0,25,0
13-01 23:10:06,45.500,6.500,40,7,1,3149299712,118005760,106979328,796147712,6281,2700,155648,225280,6,18,2063,3541,2.720,2.290,2.160,3,0,0,0,0,26,185,0,30,2
13-01 23:10:07,46.231,3.518,34.673,14.070,1.508,3150860288,116191232,106983424,796397568,3871,2430,200704,126976,18,9,2115,3754,2.720,2.290,2.160,2,0,0,0,0,26,187,0,33,0
13-01 23:10:08,28.426,3.046,22.335,45.178,1.015,3151884288,114888704,106987520,796672000,6113,2430,237568,929792,12,53,1796,2856,2.720,2.290,2.160,3,3,0,0,0,26,185,0,36,0
13-01 23:10:09,20.896,4.975,15.920,58.209,0,3152138240,114409472,106991616,796893184,5429,2430,176128,1179648,9,103,1658,2716,2.720,2.290,2.160,2,2,0,0,0,26,185,0,37,0
13-01 23:10:10,23.232,3.535,42.424,29.798,1.010,3152023552,114511872,106991616,796905472,4870,2430,69632,827392,5,116,1726,2714,2.720,2.290,2.160,3,0,0,0,0,26,185,0,40,0
13-01 23:10:11,42.424,4.040,41.919,9.091,2.525,3152494592,113778688,107008000,797151232,5776,2430,0,221184,0,24,1869,3207,2.670,2.290,2.160,4,0,2,0,0,26,185,0,38,0
13-01 23:10:12,46,4,35,10.500,4.500,3152568320,113434624,107012096,797417472,23472,2740,319488,49152,21,3,1680,2691,2.670,2.290,2.160,3,0,0,0,0,26,185,0,38,0
13-01 23:10:13,51.759,14.070,22.111,10.553,1.508,3152396288,112988160,107024384,798023680,18491,2484,438272,278528,25,28,2104,3647,2.670,2.290,2.160,3,1,17,0,0,26,187,0,38,0
13-01 23:10:14,45.500,4,38.500,11,1,3152486400,112668672,107032576,798244864,4312,2430,40960,122880,2,11,1776,3029,2.670,2.290,2.160,2,0,0,0,0,26,187,0,41,0
13-01 23:10:15,46.734,15.578,26.633,9.548,1.508,3154448384,125874176,107003904,783204352,5666,2430,217088,1982464,5,41,1885,3351,2.670,2.290,2.160,6,1,17,0,0,26,187,0,42,0
13-01 23:10:16,40.102,4.061,37.056,18.274,0.508,3155173376,124760064,107016192,783581184,6065,3829,135168,200704,8,18,1821,3222,2.850,2.330,2.170,6,0,0,0,0,26,186,0,49,0
13-01 23:10:17,38.916,4.433,52.709,1.970,1.970,3156004864,123678720,107016192,783831040,13675,3759,81920,0,4,0,1646,2725,2.850,2.330,2.170,3,0,0,0,0,26,185,0,47,0
13-01 23:10:18,52.261,4.020,38.693,4.020,1.005,3159400448,120254464,107024384,783851520,5785,2700,0,90112,0,6,1694,2993,2.850,2.330,2.170,3,0,0,0,0,26,185,0,48,0
13-01 23:10:19,61.809,16.583,20.101,1.508,0,3160002560,119607296,107024384,783896576,5604,2700,36864,12288,6,3,1899,3412,2.850,2.330,2.170,2,2,17,0,0,26,185,0,51,0
13-01 23:10:20,62.312,7.538,26.633,3.015,0.503,3165147136,114339840,107032576,784011264,5241,2430,36864,163840,4,13,1829,3093,2.850,2.330,2.170,5,2,7,0,0,26,187,0,51,0
13-01 23:10:21,55.779,15.075,17.588,10.553,1.005,3164319744,114556928,107036672,784609280,7622,3300,311296,827392,15,45,2068,3683,3.180,2.410,2.200,2,3,21,0,0,26,187,0,53,0
13-01 23:10:22,25.758,8.081,63.131,2.525,0.505,3161186304,117579776,107036672,784719872,24864,7085,106496,65536,3,2,1721,2999,3.180,2.410,2.200,3,0,8,0,0,26,188,0,54,0
13-01 23:10:23,12.060,3.015,84.925,0,0,3160928256,117678080,107036672,784879616,14344,5069,0,0,0,0,1443,2495,3.180,2.410,2.200,3,0,0,0,0,26,188,0,55,0
13-01 23:10:24,14.428,1.990,83.582,0,0,3161092096,117481472,107036672,784912384,19835,5517,4096,0,1,0,1383,2419,3.180,2.410,2.200,1,0,0,0,0,26,188,0,56,0
13-01 23:10:25,15.152,3.030,79.798,1.010,1.010,3161071616,117452800,107036672,784961536,22276,6683,16384,0,2,0,1424,2409,3.180,2.410,2.200,3,0,0,0,0,26,188,0,57,0
13-01 23:10:26,15.075,3.015,52.261,29.648,0,3160813568,117555200,107036672,785117184,19446,6120,0,811008,0,68,1566,2308,2.930,2.370,2.190,2,5,0,0,0,26,188,0,58,0
13-01 23:10:27,12.308,2.564,43.077,42.051,0,3161260032,117035008,107036672,785190912,14660,6100,36864,2379776,2,94,1498,2379,2.930,2.370,2.190,5,1,0,0,0,26,187,0,59,1
13-01 23:10:28,13.198,3.553,60.914,21.827,0.508,3161137152,117133312,107036672,785215488,15024,6821,0,2125824,0,99,1536,2495,2.930,2.370,2.190,2,0,0,0,0,26,188,0,60,0
13-01 23:10:29,14.359,2.564,82.564,0,0.513,3161235456,117002240,107036672,785248256,23314,8428,0,0,0,0,1481,2560,2.930,2.370,2.190,2,0,0,0,0,26,188,0,61,0
13-01 23:10:30,17.588,5.025,68.342,9.045,0,3161182208,117035008,107048960,785268736,17153,7731,0,266240,0,10,1549,2671,2.930,2.370,2.190,1,0,0,0,0,26,188,0,62,0
13-01 23:10:31,17.085,2.513,75.377,4.020,1.005,3164213248,113811456,107048960,785461248,12674,5918,8192,45056,2,3,1421,2530,2.770,2.350,2.180,2,1,4,0,0,26,187,0,63,0
13-01 23:10:32,26.131,5.025,41.709,26.131,1.005,3177881600,122068992,106999808,763711488,4726,2430,364544,0,58,0,1410,2412,2.770,2.350,2.180,1,1,0,0,0,26,187,0,64,0
13-01 23:10:33,32.500,8,32,27,0.500,3166339072,133009408,107126784,764178432,6057,2376,352256,1150976,55,40,1570,2686,2.770,2.350,2.180,2,0,6,0,0,26,187,0,65,0
13-01 23:10:34,43.655,8.629,38.071,9.137,0.508,3177783296,121290752,107282432,764264448,6250,2484,214528,180736,74,3,1592,2861,2.770,2.350,2.180,3,1,9,0,0,26,189,0,65,0
13-01 23:10:35,16.418,3.980,74.129,3.483,1.990,3161784320,137232384,107261952,764334080,14958,6004,40960,6656,3,6,1473,2504,2.770,2.350,2.180,1,0,3,0,0,26,188,0,66,0
13-01 23:10:36,15.306,3.061,42.347,33.673,5.612,3161325568,135933952,107274240,766078976,18705,7080,0,5103616,0,87,1513,2763,2.550,2.310,2.170,2,1,0,0,0,26,188,0,67,0
13-01 23:10:37,16.410,4.103,45.641,31.282,2.564,3161042944,136130560,107274240,766164992,19494,7869,0,1110016,0,64,1621,2714,2.550,2.310,2.170,6,0,0,0,0,26,188,0,68,0
13-01 23:10:38,13.846,2.051,82.051,0,2.051,3161243648,135901184,107274240,766193664,20905,7726,0,32768,0,3,1446,2546,2.550,2.310,2.170,3,0,0,0,0,26,188,0,69,0
13-01 23:10:39,11.735,3.061,82.143,2.551,0.510,3161133056,135905280,107274240,766300160,13878,7513,90112,53248,2,2,1314,2371,2.550,2.310,2.170,3,0,0,0,0,26,188,0,70,0
13-01 23:10:40,19.289,3.553,71.066,4.569,1.523,3161128960,135585792,107278336,766619648,8685,3869,102400,172032,1,15,1445,2736,2.550,2.310,2.170,2,0,0,0,0,26,188,0,71,0
13-01 23:10:41,18.049,3.902,69.756,7.317,0.976,3161464832,135172096,107286528,766689280,21034,6843,86016,86016,2,7,1401,2635,2.350,2.270,2.160,4,0,2,0,0,26,188,0,72,0
13-01 23:10:42,14.213,2.538,75.635,7.614,0,3161493504,135106560,107294720,766717952,22591,7051,0,155648,0,12,1426,2606,2.350,2.270,2.160,2,0,0,0,0,26,187,0,73,0
13-01 23:10:43,12.935,2.488,79.602,3.980,0.995,3161374720,135204864,107294720,766738432,12720,4355,0,81920,0,6,1358,2267,2.350,2.270,2.160,5,0,0,0,0,26,187,0,74,0
13-01 23:10:44,9.744,2.051,27.179,60.513,0.513,3161567232,134979584,107298816,766767104,5193,2894,0,2772992,0,158,1520,2406,2.350,2.270,2.160,3,1,0,0,0,26,188,0,75,0
13-01 23:10:45,12.808,2.956,44.335,39.409,0.493,3161616384,134914048,107298816,766783488,14305,4161,0,835584,0,152,1594,2289,2.350,2.270,2.160,3,1,0,0,0,26,187,0,75,2
13-01 23:10:46,6.667,2.564,82.051,8.205,0.513,3161534464,134963200,107311104,766803968,6978,2694,0,229376,0,27,1297,2248,2.800,2.370,2.190,7,0,0,0,0,26,188,0,76,0
13-01 23:10:47,12.755,2.551,71.429,11.735,1.531,3161403392,135028736,107319296,766861312,13682,4389,0,610304,0,25,1358,2357,2.800,2.370,2.190,3,0,0,0,0,26,187,0,77,0
13-01 23:10:48,11.055,1.508,86.432,0,1.005,3161505792,134897664,107319296,766889984,7017,2732,0,0,0,0,1267,2265,2.800,2.370,2.190,2,0,0,0,0,26,188,0,78,0
13-01 23:10:49,23.232,2.525,69.697,4.040,0.505,3161628672,134737920,107323392,766922752,12468,4227,0,147456,0,15,1457,2793,2.800,2.370,2.190,1,0,0,0,0,26,187,0,79,0
13-01 23:10:50,17.677,10.101,58.586,13.131,0.505,3161874432,134258688,107335680,767143936,5049,2430,45056,155648,6,12,1392,2432,2.800,2.370,2.190,3,0,0,0,0,26,187,0,81,0
13-01 23:10:51,9.137,1.523,87.817,1.015,0.508,3161772032,134356992,107335680,767148032,5723,2160,0,36864,0,3,1286,2313,2.580,2.330,2.170,1,0,2,0,0,26,187,0,81,0
13-01 23:10:52,6.566,2.525,81.313,9.596,0,3161694208,134422528,107343872,767152128,4823,2700,0,57344,0,6,1253,2191,2.580,2.330,2.170,1,0,0,0,0,26,187,0,81,0
13-01 23:10:53,9.137,2.030,82.234,6.091,0.508,3161772032,134103040,107360256,767377408,5715,2472,0,716800,0,29,1323,2259,2.580,2.330,2.170,2,0,0,0,0,26,187,0,81,0
13-01 23:10:54,9.091,2.525,87.879,0,0.505,3161726976,134135808,107360256,767389696,3995,2430,0,0,0,0,1116,2047,2.580,2.330,2.170,1,1,0,0,0,26,187,0,81,0
13-01 23:10:55,9,2.500,86,1.500,1,3161772032,134070272,107364352,767406080,6846,2430,0,65536,0,6,1260,2238,2.580,2.330,2.170,2,0,0,0,0,26,187,0,81,0
13-01 23:10:56,6.633,2.551,89.796,1.020,0,3161665536,134168576,107368448,767410176,5946,2430,0,40960,0,4,1233,2297,2.370,2.290,2.160,1,0,0,0,0,26,187,0,81,0
13-01 23:10:57,7.107,1.523,90.863,0,0.508,3161780224,134037504,107368448,767426560,4686,2430,0,0,0,0,1193,2292,2.370,2.290,2.160,1,0,0,0,0,26,187,0,81,0
13-01 23:10:58,11.282,2.051,84.103,2.564,0,3161636864,134135808,107372544,767467520,5661,2646,0,147456,0,9,1266,2469,2.370,2.290,2.160,7,0,0,0,0,26,187,0,81,0
13-01 23:10:59,7.960,3.980,87.562,0,0.498,3161690112,134070272,107372544,767479808,7295,2484,0,0,0,0,1239,2222,2.370,2.290,2.160,3,0,0,0,0,26,187,0,81,0
13-01 23:11:00,11.224,1.020,82.143,5.612,0,3161874432,133873664,107372544,767492096,6246,2430,0,126976,0,18,1378,2225,2.370,2.290,2.160,2,2,2,0,0,26,187,0,81,0
13-01 23:11:01,10.101,3.030,0,86.364,0.505,3161698304,134045696,107372544,767496192,4822,2160,0,663552,0,121,1405,2320,2.340,2.280,2.160,3,4,2,0,0,26,187,0,81,0
13-01 23:11:02,8.500,3.500,19.500,68,0.500,3162030080,133718016,107372544,767500288,3939,2430,0,1253376,0,134,1402,1985,2.340,2.280,2.160,3,2,0,0,0,26,187,0,82,0
13-01 23:11:03,6.599,3.046,54.822,35.025,0.508,3161575424,134111232,107372544,767569920,4329,2430,0,1028096,0,71,1341,2357,2.340,2.280,2.160,1,0,0,0,0,26,187,0,81,0
13-01 23:11:04,7.538,3.015,87.940,1.005,0.503,3161702400,133980160,107380736,767565824,5111,2700,0,36864,0,3,1257,2404,2.340,2.280,2.160,3,0,0,0,0,26,187,0,81,0
13-01 23:11:05,8.629,3.046,86.294,0,2.030,3161579520,134078464,107380736,767590400,4119,2430,0,0,0,0,1193,2259,2.340,2.280,2.160,2,0,0,0,0,26,187,0,78,0
13-01 23:11:06,6.566,2.020,85.859,5.051,0.505,3161567232,134045696,107393024,767623168,4440,2430,0,192512,0,15,1205,2248,2.150,2.240,2.150,2,0,0,0,0,26,187,0,78,0
13-01 23:11:07,10.396,3.960,76.238,9.406,0,3161624576,133951488,107397120,767655936,5888,2430,4096,167936,1,7,1278,2334,2.150,2.240,2.150,1,0,0,0,0,26,187,0,70,0
13-01 23:11:08,7.576,2.020,83.838,5.556,1.010,3161550848,134017024,107401216,767660032,4791,2592,0,73728,0,6,1254,2276,2.150,2.240,2.150,1,0,0,0,0,26,187,0,70,0
13-01 23:11:09,7.179,1.538,85.128,4.615,1.538,3161563136,133951488,107405312,767709184,8803,2538,0,188416,0,15,1250,2301,2.150,2.240,2.150,2,0,0,0,0,26,187,0,61,0
13-01 23:11:10,7.500,2,88,1.500,1,3161649152,133853184,107409408,767717376,6073,2430,0,53248,0,6,1245,2166,2.150,2.240,2.150,1,0,0,0,0,26,187,0,61,0
13-01 23:11:11,5.641,2.564,91.795,0,0,3161665536,133824512,107409408,767729664,6073,2430,0,0,0,0,1265,2343,1.980,2.210,2.140,2,0,2,0,0,26,187,0,55,0
13-01 23:11:12,9,2,88.500,0,0.500,3161694208,133791744,107409408,767733760,5245,2836,0,16384,0,2,1233,2203,1.980,2.210,2.140,1,0,0,0,0,26,187,0,55,0
13-01 23:11:13,8.673,2.551,76.531,12.245,0,3161677824,133791744,107409408,767750144,4707,2160,0,65536,0,3,1236,2308,1.980,2.210,2.140,4,0,0,0,0,26,187,0,54,0
13-01 23:11:14,7.653,2.551,88.776,0,1.020,3161604096,133857280,107409408,767758336,4910,2430,0,0,0,0,1150,2031,1.980,2.210,2.140,1,0,0,0,0,26,187,0,54,0
13-01 23:11:15,8.081,3.535,75.758,12.121,0.505,3161653248,133758976,107413504,767803392,4911,2430,0,196608,0,15,1325,2281,1.980,2.210,2.140,5,0,0,0,0,26,187,0,46,0
13-01 23:11:16,7.071,3.030,88.384,0.505,1.010,3161579520,133824512,107417600,767807488,5693,2430,0,57344,0,6,1165,2080,1.820,2.170,2.130,2,0,0,0,0,26,187,0,46,0
13-01 23:11:17,8.629,1.015,84.264,5.584,0.508,3161821184,133562368,107417600,767827968,5244,2430,0,94208,0,18,1270,2299,1.820,2.170,2.130,1,1,0,0,0,26,187,0,38,0
13-01 23:11:18,6.566,2.525,70.202,19.697,1.010,3161620480,133758976,107417600,767832064,4599,2430,0,458752,0,90,1331,2230,1.820,2.170,2.130,1,0,0,0,0,26,187,0,38,0
13-01 23:11:19,8.500,1.500,88.500,0,1.500,3161677824,133693440,107417600,767840256,5876,2538,0,0,0,0,1238,2333,1.820,2.170,2.130,1,0,0,0,0,26,187,0,34,0
13-01 23:11:20,9.694,3.061,85.714,0,1.531,3161600000,133758976,107417600,767852544,4478,2592,0,0,0,0,1209,2225,1.820,2.170,2.130,4,0,0,0,0,26,187,0,35,0
13-01 23:11:21,7.463,1.990,88.557,0,1.990,3161935872,133406720,107417600,767868928,13825,2430,0,0,0,0,1252,2346,1.670,2.130,2.120,1,0,2,0,0,26,187,0,31,0
13-01 23:11:22,6.599,3.553,86.294,1.523,2.030,3161763840,133570560,107417600,767877120,8428,2430,0,40960,0,2,1238,2237,1.670,2.130,2.120,2,0,0,0,0,26,187,0,31,0
13-01 23:11:23,7.179,1.538,89.744,1.026,0.513,3161878528,133439488,107425792,767885312,6846,2700,0,36864,0,3,1293,2358,1.670,2.130,2.120,1,0,0,0,0,26,187,0,28,0
13-01 23:11:24,8.673,1.020,90.306,0,0,3161800704,133505024,107425792,767897600,4678,2700,0,0,0,0,1228,2144,1.670,2.130,2.120,1,0,0,0,0,26,187,0,28,0
13-01 23:11:25,8.911,2.475,84.653,2.475,1.485,3161845760,133406720,107438080,767938560,7048,2160,0,147456,0,9,1268,2227,1.670,2.130,2.120,1,1,0,0,0,26,187,0,26,0
13-01 23:11:26,9.645,2.030,83.756,3.553,1.015,3161763840,133472256,107442176,767950848,5612,2430,0,86016,0,9,1270,2317,1.540,2.100,2.100,2,0,0,0,0,26,187,0,26,0
13-01 23:11:27,7.107,2.030,90.863,0,0,3161788416,133439488,107442176,767959040,8034,2430,0,0,0,0,1202,2214,1.540,2.100,2.100,1,0,0,0,0,26,187,0,24,0
13-01 23:11:28,7.576,2.020,84.848,4.040,1.515,3161673728,133505024,107454464,767995904,4640,2646,0,184320,0,15,1240,2222,1.540,2.100,2.100,1,0,0,0,0,26,187,0,24,0
13-01 23:11:29,8.040,2.010,86.935,2.010,1.005,3161550848,133603328,107458560,768016384,4964,2484,0,57344,0,6,1230,2363,1.540,2.100,2.100,1,0,0,0,0,26,187,0,23,0
13-01 23:11:30,8.718,1.538,84.615,3.590,1.538,3161669632,133472256,107466752,768020480,4032,2430,0,73728,0,9,1202,2286,1.540,2.100,2.100,1,0,0,0,0,26,187,0,23,0
13-01 23:11:31,7.614,2.030,90.355,0,0,3161812992,133316608,107466752,768032768,4013,2430,0,0,0,0,1160,2240,1.420,2.060,2.090,1,0,2,0,0,26,187,0,21,0
13-01 23:11:32,6.599,1.523,84.772,6.599,0.508,3161886720,133185536,107483136,768073728,4947,2430,0,184320,0,15,1182,2254,1.420,2.060,2.090,1,0,0,0,0,26,187,0,21,0
13-01 23:11:33,7.960,2.488,86.070,1.990,1.493,3161698304,133222400,107495424,768212992,7164,2430,0,348160,0,9,1245,2348,1.420,2.060,2.090,1,1,0,0,0,26,187,0,19,0
13-01 23:11:34,9.453,2.488,85.075,2.985,0,3161812992,133091328,107503616,768221184,5755,2700,8192,45056,2,4,1216,2278,1.420,2.060,2.090,1,0,0,0,0,26,187,0,19,0
13-01 23:11:35,7.692,1.538,89.744,0,1.026,3161661440,133222400,107503616,768241664,5767,2430,0,0,0,0,1145,2061,1.420,2.060,2.090,1,0,0,0,0,26,187,0,17,0
13-01 23:11:36,6.154,2.564,81.026,8.718,1.538,3161792512,133058560,107511808,768266240,4885,2700,0,290816,0,18,1176,2028,1.300,2.030,2.080,1,0,0,0,0,26,187,0,17,0
13-01 23:11:37,12,2,80,5.500,0.500,3161681920,133156864,107511808,768278528,4619,2160,0,36864,0,3,1241,2242,1.300,2.030,2.080,3,0,0,0,0,26,187,0,15,0
13-01 23:11:38,8.629,1.015,67.513,22.843,0,3161702400,133124096,107515904,768286720,7382,2430,0,413696,0,66,1202,2063,1.300,2.030,2.080,2,0,0,0,0,26,187,0,15,0
13-01 23:11:39,6.533,3.015,82.412,7.538,0.503,3161669632,133062656,107536384,768360448,5122,2430,61440,212992,3,15,1165,2200,1.300,2.030,2.080,2,0,0,0,0,26,187,0,13,0
13-01 23:11:40,7.107,1.523,88.832,2.030,0.508,3161595904,133128192,107544576,768360448,5594,2430,0,53248,0,6,1196,2215,1.300,2.030,2.080,2,0,0,0,0,26,187,0,13,0
13-01 23:11:41,9,2,88.500,0,0.500,3161935872,132767744,107544576,768380928,3884,2430,0,0,0,0,1169,2216,1.200,1.990,2.070,1,0,2,0,0,26,187,0,11,0
13-01 23:11:42,10.050,2.010,85.427,0,2.513,3161853952,132841472,107544576,768389120,4431,2484,0,0,0,0,1110,2119,1.200,1.990,2.070,1,0,0,0,0,26,187,0,11,0
13-01 23:11:43,7.960,2.985,88.060,0,0.995,3161907200,132775936,107544576,768401408,4225,2418,0,0,0,0,1105,2082,1.200,1.990,2.070,2,0,0,0,0,26,187,0,9,0
13-01 23:11:44,5.208,2.083,90.104,1.042,1.562,3161833472,132841472,107544576,768409600,5502,2700,0,61440,0,4,1256,2265,1.200,1.990,2.070,3,0,0,0,0,26,187,0,9,0
13-01 23:11:45,8.374,3.448,77.340,9.360,1.478,3161911296,132743168,107556864,768417792,4335,2430,0,200704,0,15,1249,2279,1.200,1.990,2.070,3,0,0,0,0,26,187,0,9,0
13-01 23:11:46,6.061,3.030,87.879,1.515,1.515,3161800704,132841472,107556864,768430080,5059,2484,0,61440,0,6,1116,2111,1.100,1.960,2.060,3,0,0,0,0,26,187,0,8,0
13-01 23:11:47,7.143,1.531,90.816,0.510,0,3161677824,132907008,107556864,768487424,4226,2688,49152,0,4,0,1172,2250,1.100,1.960,2.060,2,0,0,0,0,26,187,0,8,0
13-01 23:11:48,6.633,2.041,90.816,0,0.510,3161800704,132775936,107556864,768495616,7055,2700,0,0,0,0,1179,2126,1.100,1.960,2.060,1,0,0,0,0,26,187,0,6,0
13-01 23:11:49,7.692,2.051,49.231,41.026,0,3161755648,132808704,107556864,768507904,6494,2430,0,835584,0,150,1371,2259,1.100,1.960,2.060,4,0,0,0,0,26,187,0,6,0
13-01 23:11:50,12.500,2.500,85,0,0,3161870336,132677632,107556864,768524288,3422,2160,0,12288,0,3,1197,2294,1.100,1.960,2.060,1,0,0,0,0,26,187,0,5,0
13-01 23:11:51,6.599,2.538,89.340,1.015,0.508,3161919488,132616192,107556864,768536576,6212,2430,4096,40960,1,2,1173,2225,1.010,1.930,2.050,5,0,2,0,0,26,187,0,5,0
13-01 23:11:52,7.071,2.020,90.909,0,0,3162005504,132517888,107556864,768548864,9907,2700,0,0,0,0,1174,2146,1.010,1.930,2.050,2,0,0,0,0,26,187,0,3,0
13-01 23:11:53,7.107,1.523,91.371,0,0,3161899008,132616192,107556864,768557056,6472,2700,0,0,0,0,1149,2257,1.010,1.930,2.050,1,0,0,0,0,26,187,0,3,0
13-01 23:11:54,6.566,3.030,88.889,1.010,0.505,3161952256,132550656,107556864,768569344,4790,2700,0,40960,0,3,1181,2258,1.010,1.930,2.050,2,0,0,0,0,26,187,0,3,0
13-01 23:11:55,8.163,1.531,85.714,4.082,0.510,3161829376,132648960,107569152,768581632,7255,2430,0,217088,0,17,1237,2261,1.010,1.930,2.050,3,0,0,0,0,26,187,0,3,0
13-01 23:11:56,9.596,2.525,85.354,2.525,0,3161919488,132554752,107573248,768581632,6825,2700,0,81920,0,9,1287,2301,0.930,1.900,2.040,2,0,0,0,0,26,187,0,3,0
13-01 23:11:57,7.576,1.515,90.404,0,0.505,3161931776,132521984,107573248,768602112,5526,2700,0,0,0,0,1170,2184,0.930,1.900,2.040,2,0,0,0,0,26,187,0,3,0
13-01 23:11:58,12.245,1.020,83.163,3.571,0,3162013696,132423680,107577344,768614400,6030,2770,0,151552,0,9,1313,2445,0.930,1.900,2.040,3,0,0,0,0,26,187,0,3,0
13-01 23:11:59,7.035,2.513,87.437,3.015,0,3161935872,132489216,107581440,768622592,4719,2430,0,57344,0,6,1171,2245,0.930,1.900,2.040,2,0,0,0,0,26,187,0,3,0
13-01 23:12:00,7.692,2.051,89.744,0.513,0,3161784320,132620288,107589632,768634880,7769,2700,0,28672,0,3,1272,2320,0.930,1.900,2.040,2,0,0,0,0,26,187,0,3,0
13-01 23:12:01,8.543,0.503,89.950,0.503,0.503,3162034176,132362240,107589632,768643072,5174,2430,0,4096,0,1,1145,2227,0.860,1.860,2.020,4,1,2,0,0,26,187,0,3,0
13-01 23:12:02,4.615,3.077,88.718,3.590,0,3161915392,132460544,107597824,768655360,5004,2430,0,196608,0,14,1210,2161,0.860,1.860,2.020,1,0,0,0,0,26,187,0,4,0
13-01 23:12:03,8.040,1.005,88.945,1.508,0.503,3162066944,132296704,107601920,768663552,4421,2160,0,57344,0,6,1130,2090,0.860,1.860,2.020,2,0,0,0,0,26,187,0,4,0
13-01 23:12:04,9.950,1.990,84.577,2.985,0.498,3161948160,132395008,107610112,768675840,4217,2700,0,90112,0,11,1278,2369,0.860,1.860,2.020,3,0,0,0,0,26,187,0,3,0
13-01 23:12:05,10.553,2.010,87.437,0,0,3162009600,132329472,107610112,768679936,4637,2700,0,253952,0,1,1224,2178,0.860,1.860,2.020,3,0,0,0,0,26,187,0,3,0
13-01 23:12:06,7.576,1.515,86.869,3.535,0.505,3161956352,132362240,107610112,768700416,4689,2430,0,262144,0,12,1184,2109,0.790,1.830,2.010,2,0,0,0,0,26,187,0,3,0
13-01 23:12:07,8.629,3.046,82.741,3.553,2.030,3161878528,132427776,107614208,768708608,7176,2700,0,61440,0,8,1355,2327,0.790,1.830,2.010,3,0,0,0,0,26,187,0,3,0
13-01 23:12:08,7.538,4.020,85.427,0,3.015,3161935872,132362240,107614208,768716800,5640,15057,0,0,0,0,1161,2034,0.790,1.830,2.010,5,0,0,0,0,26,188,0,3,0
